Date,Origin,Dest,fled
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Sulaymaniyah,0
3/17/2016,Erbil,Babylon,0
3/17/2016,Erbil,Babylon,0
3/17/2016,Erbil,Babylon,0
3/17/2016,Erbil,Babylon,0
3/17/2016,Erbil,Dahuk,0
3/17/2016,Erbil,Dahuk,0
3/17/2016,Erbil,Dahuk,0
3/17/2016,Erbil,Dahuk,0
3/17/2016,Erbil,Thi Qar,0
3/17/2016,Erbil,Thi Qar,0
3/17/2016,Erbil,Thi Qar,0
3/17/2016,Erbil,Thi Qar,0
3/17/2016,Erbil,Thi Qar,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Diyala,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Kirkuk,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Erbil,0
3/17/2016,Erbil,Kerbala,0
3/17/2016,Erbil,Kerbala,0
3/17/2016,Erbil,Kerbala,0
3/17/2016,Erbil,Kirkuk,0
3/17/2016,Erbil,Kirkuk,0
3/17/2016,Erbil,Kirkuk,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Missan,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Ninewa,0
3/17/2016,Erbil,Wassit,0
3/17/2016,Erbil,Wassit,0
3/17/2016,Erbil,Wassit,0
3/17/2016,Erbil,Wassit,0
3/17/2016,Erbil,Wassit,0
3/17/2016,Erbil,Najaf,0
3/17/2016,Erbil,Najaf,0
3/17/2016,Erbil,Najaf,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Erbil,Salahal Din,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Baghdad,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Anbar,0
3/17/2016,Kirkuk,Basrah,1
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Basrah,0
3/17/2016,Kirkuk,Muthanna,0
3/17/2016,Kirkuk,Muthanna,0
3/17/2016,Kirkuk,Muthanna,0
3/17/2016,Kirkuk,Qadissiya,0
3/17/2016,Kirkuk,Qadissiya,1
3/17/2016,Kirkuk,Qadissiya,2
3/17/2016,Kirkuk,Qadissiya,2
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Sulaymaniyah,0
3/17/2016,Kirkuk,Babylon,0
3/17/2016,Kirkuk,Babylon,0
3/17/2016,Kirkuk,Babylon,0
3/17/2016,Kirkuk,Babylon,0
3/17/2016,Kirkuk,Dahuk,0
3/17/2016,Kirkuk,Dahuk,0
3/17/2016,Kirkuk,Dahuk,0
3/17/2016,Kirkuk,Dahuk,0
3/17/2016,Kirkuk,Thi Qar,0
3/17/2016,Kirkuk,Thi Qar,0
3/17/2016,Kirkuk,Thi Qar,0
3/17/2016,Kirkuk,Thi Qar,0
3/17/2016,Kirkuk,Thi Qar,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Diyala,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Kirkuk,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Erbil,0
3/17/2016,Kirkuk,Kerbala,0
3/17/2016,Kirkuk,Kerbala,0
3/17/2016,Kirkuk,Kerbala,0
3/17/2016,Kirkuk,Kirkuk,0
3/17/2016,Kirkuk,Kirkuk,0
3/17/2016,Kirkuk,Kirkuk,85
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Missan,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Ninewa,0
3/17/2016,Kirkuk,Wassit,0
3/17/2016,Kirkuk,Wassit,0
3/17/2016,Kirkuk,Wassit,0
3/17/2016,Kirkuk,Wassit,0
3/17/2016,Kirkuk,Wassit,0
3/17/2016,Kirkuk,Najaf,0
3/17/2016,Kirkuk,Najaf,0
3/17/2016,Kirkuk,Najaf,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Kirkuk,Salahal Din,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,45
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Baghdad,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Anbar,0
3/17/2016,Ninewa,Basrah,2
3/17/2016,Ninewa,Basrah,5
3/17/2016,Ninewa,Basrah,0
3/17/2016,Ninewa,Basrah,0
3/17/2016,Ninewa,Basrah,0
3/17/2016,Ninewa,Basrah,0
3/17/2016,Ninewa,Basrah,1
3/17/2016,Ninewa,Muthanna,0
3/17/2016,Ninewa,Muthanna,0
3/17/2016,Ninewa,Muthanna,0
3/17/2016,Ninewa,Qadissiya,0
3/17/2016,Ninewa,Qadissiya,0
3/17/2016,Ninewa,Qadissiya,0
3/17/2016,Ninewa,Qadissiya,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Sulaymaniyah,0
3/17/2016,Ninewa,Babylon,0
3/17/2016,Ninewa,Babylon,24
3/17/2016,Ninewa,Babylon,8
3/17/2016,Ninewa,Babylon,10
3/17/2016,Ninewa,Dahuk,0
3/17/2016,Ninewa,Dahuk,0
3/17/2016,Ninewa,Dahuk,0
3/17/2016,Ninewa,Dahuk,0
3/17/2016,Ninewa,Thi Qar,0
3/17/2016,Ninewa,Thi Qar,0
3/17/2016,Ninewa,Thi Qar,0
3/17/2016,Ninewa,Thi Qar,0
3/17/2016,Ninewa,Thi Qar,4
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Diyala,0
3/17/2016,Ninewa,Erbil,0
3/17/2016,Ninewa,Erbil,45
3/17/2016,Ninewa,Erbil,0
3/17/2016,Ninewa,Kirkuk,110
3/17/2016,Ninewa,Erbil,0
3/17/2016,Ninewa,Erbil,0
3/17/2016,Ninewa,Erbil,2
3/17/2016,Ninewa,Kerbala,0
3/17/2016,Ninewa,Kerbala,0
3/17/2016,Ninewa,Kerbala,88
3/17/2016,Ninewa,Kirkuk,0
3/17/2016,Ninewa,Kirkuk,16
3/17/2016,Ninewa,Kirkuk,1
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Missan,0
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Ninewa,105
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Ninewa,273
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Ninewa,0
3/17/2016,Ninewa,Wassit,2
3/17/2016,Ninewa,Wassit,13
3/17/2016,Ninewa,Wassit,0
3/17/2016,Ninewa,Wassit,0
3/17/2016,Ninewa,Wassit,0
3/17/2016,Ninewa,Najaf,3
3/17/2016,Ninewa,Najaf,0
3/17/2016,Ninewa,Najaf,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Ninewa,Salahal Din,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Baghdad,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Anbar,0
3/17/2016,Salahal Din,Basrah,0
3/17/2016,Salahal Din,Basrah,2
3/17/2016,Salahal Din,Basrah,0
3/17/2016,Salahal Din,Basrah,0
3/17/2016,Salahal Din,Basrah,0
3/17/2016,Salahal Din,Basrah,1
3/17/2016,Salahal Din,Basrah,0
3/17/2016,Salahal Din,Muthanna,0
3/17/2016,Salahal Din,Muthanna,0
3/17/2016,Salahal Din,Muthanna,0
3/17/2016,Salahal Din,Qadissiya,0
3/17/2016,Salahal Din,Qadissiya,0
3/17/2016,Salahal Din,Qadissiya,0
3/17/2016,Salahal Din,Qadissiya,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,3
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Sulaymaniyah,0
3/17/2016,Salahal Din,Babylon,0
3/17/2016,Salahal Din,Babylon,0
3/17/2016,Salahal Din,Babylon,0
3/17/2016,Salahal Din,Babylon,0
3/17/2016,Salahal Din,Dahuk,0
3/17/2016,Salahal Din,Dahuk,0
3/17/2016,Salahal Din,Dahuk,28
3/17/2016,Salahal Din,Dahuk,0
3/17/2016,Salahal Din,Thi Qar,0
3/17/2016,Salahal Din,Thi Qar,0
3/17/2016,Salahal Din,Thi Qar,0
3/17/2016,Salahal Din,Thi Qar,0
3/17/2016,Salahal Din,Thi Qar,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Diyala,0
3/17/2016,Salahal Din,Erbil,0
3/17/2016,Salahal Din,Erbil,1
3/17/2016,Salahal Din,Erbil,0
3/17/2016,Salahal Din,Kirkuk,0
3/17/2016,Salahal Din,Erbil,0
3/17/2016,Salahal Din,Erbil,10
3/17/2016,Salahal Din,Erbil,0
3/17/2016,Salahal Din,Kerbala,0
3/17/2016,Salahal Din,Kerbala,0
3/17/2016,Salahal Din,Kerbala,0
3/17/2016,Salahal Din,Kirkuk,0
3/17/2016,Salahal Din,Kirkuk,328
3/17/2016,Salahal Din,Kirkuk,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Missan,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,54
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Ninewa,0
3/17/2016,Salahal Din,Wassit,0
3/17/2016,Salahal Din,Wassit,0
3/17/2016,Salahal Din,Wassit,0
3/17/2016,Salahal Din,Wassit,0
3/17/2016,Salahal Din,Wassit,0
3/17/2016,Salahal Din,Najaf,0
3/17/2016,Salahal Din,Najaf,0
3/17/2016,Salahal Din,Najaf,0
3/17/2016,Salahal Din,Salahal Din,0
3/17/2016,Salahal Din,Salahal Din,0
3/17/2016,Salahal Din,Salahal Din,0
3/17/2016,Salahal Din,Salahal Din,0
3/17/2016,Salahal Din,Salahal Din,1683
3/17/2016,Salahal Din,Salahal Din,2270
3/17/2016,Salahal Din,Salahal Din,0
3/31/2016,Anbar,Baghdad,0
3/31/2016,Anbar,Baghdad,0
3/31/2016,Anbar,Baghdad,5
3/31/2016,Anbar,Baghdad,7
3/31/2016,Anbar,Baghdad,16
3/31/2016,Anbar,Baghdad,0
3/31/2016,Anbar,Baghdad,7
3/31/2016,Anbar,Baghdad,67
3/31/2016,Anbar,Baghdad,0
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Anbar,2235
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Anbar,0
3/31/2016,Anbar,Basrah,1
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Basrah,0
3/31/2016,Anbar,Muthanna,0
3/31/2016,Anbar,Muthanna,0
3/31/2016,Anbar,Muthanna,0
3/31/2016,Anbar,Qadissiya,1
3/31/2016,Anbar,Qadissiya,0
3/31/2016,Anbar,Qadissiya,1
3/31/2016,Anbar,Qadissiya,0
3/31/2016,Anbar,Sulaymaniyah,0
3/31/2016,Anbar,Sulaymaniyah,55
3/31/2016,Anbar,Sulaymaniyah,0
3/31/2016,Anbar,Sulaymaniyah,0
3/31/2016,Anbar,Sulaymaniyah,14
3/31/2016,Anbar,Sulaymaniyah,0
3/31/2016,Anbar,Sulaymaniyah,4
3/31/2016,Anbar,Sulaymaniyah,18
3/31/2016,Anbar,Sulaymaniyah,2
3/31/2016,Anbar,Sulaymaniyah,51
3/31/2016,Anbar,Babylon,0
3/31/2016,Anbar,Babylon,0
3/31/2016,Anbar,Babylon,6
3/31/2016,Anbar,Babylon,0
3/31/2016,Anbar,Dahuk,0
3/31/2016,Anbar,Dahuk,0
3/31/2016,Anbar,Dahuk,0
3/31/2016,Anbar,Dahuk,0
3/31/2016,Anbar,Thi Qar,0
3/31/2016,Anbar,Thi Qar,0
3/31/2016,Anbar,Thi Qar,0
3/31/2016,Anbar,Thi Qar,0
3/31/2016,Anbar,Thi Qar,0
3/31/2016,Anbar,Diyala,0
3/31/2016,Anbar,Diyala,0
3/31/2016,Anbar,Diyala,0
3/31/2016,Anbar,Diyala,0
3/31/2016,Anbar,Diyala,0
3/31/2016,Anbar,Diyala,8
3/31/2016,Anbar,Erbil,0
3/31/2016,Anbar,Erbil,42
3/31/2016,Anbar,Erbil,29
3/31/2016,Anbar,Kirkuk,0
3/31/2016,Anbar,Erbil,0
3/31/2016,Anbar,Erbil,0
3/31/2016,Anbar,Erbil,0
3/31/2016,Anbar,Kerbala,12
3/31/2016,Anbar,Kerbala,0
3/31/2016,Anbar,Kerbala,0
3/31/2016,Anbar,Kirkuk,0
3/31/2016,Anbar,Kirkuk,0
3/31/2016,Anbar,Kirkuk,53
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Missan,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Ninewa,0
3/31/2016,Anbar,Wassit,0
3/31/2016,Anbar,Wassit,0
3/31/2016,Anbar,Wassit,0
3/31/2016,Anbar,Wassit,7
3/31/2016,Anbar,Wassit,0
3/31/2016,Anbar,Najaf,7
3/31/2016,Anbar,Najaf,0
3/31/2016,Anbar,Najaf,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Anbar,Salahal Din,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Baghdad,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Anbar,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Basrah,0
3/31/2016,Babylon,Muthanna,0
3/31/2016,Babylon,Muthanna,0
3/31/2016,Babylon,Muthanna,0
3/31/2016,Babylon,Qadissiya,0
3/31/2016,Babylon,Qadissiya,0
3/31/2016,Babylon,Qadissiya,0
3/31/2016,Babylon,Qadissiya,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Sulaymaniyah,0
3/31/2016,Babylon,Babylon,0
3/31/2016,Babylon,Babylon,0
3/31/2016,Babylon,Babylon,0
3/31/2016,Babylon,Babylon,0
3/31/2016,Babylon,Dahuk,0
3/31/2016,Babylon,Dahuk,0
3/31/2016,Babylon,Dahuk,0
3/31/2016,Babylon,Dahuk,0
3/31/2016,Babylon,Thi Qar,0
3/31/2016,Babylon,Thi Qar,0
3/31/2016,Babylon,Thi Qar,0
3/31/2016,Babylon,Thi Qar,0
3/31/2016,Babylon,Thi Qar,0
3/31/2016,Babylon,Diyala,0
3/31/2016,Babylon,Diyala,0
3/31/2016,Babylon,Diyala,0
3/31/2016,Babylon,Diyala,0
3/31/2016,Babylon,Diyala,0
3/31/2016,Babylon,Diyala,1
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Kirkuk,0
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Erbil,0
3/31/2016,Babylon,Kerbala,0
3/31/2016,Babylon,Kerbala,0
3/31/2016,Babylon,Kerbala,0
3/31/2016,Babylon,Kirkuk,0
3/31/2016,Babylon,Kirkuk,0
3/31/2016,Babylon,Kirkuk,0
3/31/2016,Babylon,Missan,1
3/31/2016,Babylon,Missan,0
3/31/2016,Babylon,Missan,0
3/31/2016,Babylon,Missan,0
3/31/2016,Babylon,Missan,0
3/31/2016,Babylon,Missan,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Ninewa,0
3/31/2016,Babylon,Wassit,0
3/31/2016,Babylon,Wassit,0
3/31/2016,Babylon,Wassit,0
3/31/2016,Babylon,Wassit,0
3/31/2016,Babylon,Wassit,0
3/31/2016,Babylon,Najaf,0
3/31/2016,Babylon,Najaf,0
3/31/2016,Babylon,Najaf,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Babylon,Salahal Din,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Baghdad,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Anbar,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Basrah,0
3/31/2016,Baghdad,Muthanna,0
3/31/2016,Baghdad,Muthanna,0
3/31/2016,Baghdad,Muthanna,0
3/31/2016,Baghdad,Qadissiya,0
3/31/2016,Baghdad,Qadissiya,0
3/31/2016,Baghdad,Qadissiya,0
3/31/2016,Baghdad,Qadissiya,0
3/31/2016,Baghdad,Sulaymaniyah,6
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,1
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Sulaymaniyah,0
3/31/2016,Baghdad,Babylon,0
3/31/2016,Baghdad,Babylon,0
3/31/2016,Baghdad,Babylon,0
3/31/2016,Baghdad,Babylon,0
3/31/2016,Baghdad,Dahuk,0
3/31/2016,Baghdad,Dahuk,0
3/31/2016,Baghdad,Dahuk,0
3/31/2016,Baghdad,Dahuk,0
3/31/2016,Baghdad,Thi Qar,0
3/31/2016,Baghdad,Thi Qar,0
3/31/2016,Baghdad,Thi Qar,0
3/31/2016,Baghdad,Thi Qar,0
3/31/2016,Baghdad,Thi Qar,0
3/31/2016,Baghdad,Diyala,0
3/31/2016,Baghdad,Diyala,0
3/31/2016,Baghdad,Diyala,0
3/31/2016,Baghdad,Diyala,0
3/31/2016,Baghdad,Diyala,0
3/31/2016,Baghdad,Diyala,3
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Kirkuk,0
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Erbil,0
3/31/2016,Baghdad,Kerbala,0
3/31/2016,Baghdad,Kerbala,0
3/31/2016,Baghdad,Kerbala,0
3/31/2016,Baghdad,Kirkuk,0
3/31/2016,Baghdad,Kirkuk,0
3/31/2016,Baghdad,Kirkuk,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Missan,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Ninewa,0
3/31/2016,Baghdad,Wassit,0
3/31/2016,Baghdad,Wassit,0
3/31/2016,Baghdad,Wassit,0
