,Date,Origin,Dest,fled
4872,2016-05-26,Ninewa,Ninewa,1609
4873,2016-05-26,Ninewa,Qadissiya,3
4874,2016-05-26,Ninewa,Salahal Din,0
4875,2016-05-26,Ninewa,Sulaymaniyah,0
4876,2016-05-26,Ninewa,Thi Qar,1
4870,2016-05-26,Ninewa,Muthanna,0
4753,2016-05-26,Anbar,Babylon,0
4825,2016-05-26,Erbil,Babylon,0
4823,2016-05-26,Diyala,Wassit,0
4773,2016-05-26,Babylon,Basrah,0
4774,2016-05-26,Babylon,Dahuk,0
4775,2016-05-26,Babylon,Diyala,0
4776,2016-05-26,Babylon,Erbil,0
4777,2016-05-26,Babylon,Kerbala,0
4778,2016-05-26,Babylon,Kirkuk,0
4772,2016-05-26,Babylon,Baghdad,17
4779,2016-05-26,Babylon,Missan,3
4781,2016-05-26,Babylon,Najaf,0
4782,2016-05-26,Babylon,Ninewa,0
4783,2016-05-26,Babylon,Qadissiya,0
4784,2016-05-26,Babylon,Salahal Din,0
4785,2016-05-26,Babylon,Sulaymaniyah,16
4786,2016-05-26,Babylon,Thi Qar,0
4780,2016-05-26,Babylon,Muthanna,0
4787,2016-05-26,Babylon,Wassit,0
4771,2016-05-26,Babylon,Babylon,0
4769,2016-05-26,Anbar,Wassit,0
4755,2016-05-26,Anbar,Basrah,0
4756,2016-05-26,Anbar,Dahuk,0
4757,2016-05-26,Anbar,Diyala,0
4758,2016-05-26,Anbar,Erbil,295
4759,2016-05-26,Anbar,Kerbala,7
4760,2016-05-26,Anbar,Kirkuk,0
4770,2016-05-26,Babylon,Anbar,0
4761,2016-05-26,Anbar,Missan,0
4763,2016-05-26,Anbar,Najaf,0
4764,2016-05-26,Anbar,Ninewa,0
4765,2016-05-26,Anbar,Qadissiya,0
4766,2016-05-26,Anbar,Salahal Din,0
4767,2016-05-26,Anbar,Sulaymaniyah,13
4768,2016-05-26,Anbar,Thi Qar,0
4762,2016-05-26,Anbar,Muthanna,30
4824,2016-05-26,Erbil,Anbar,0
4788,2016-05-26,Baghdad,Anbar,0
4790,2016-05-26,Baghdad,Baghdad,0
4809,2016-05-26,Diyala,Basrah,2
4810,2016-05-26,Diyala,Dahuk,0
4811,2016-05-26,Diyala,Diyala,4
4812,2016-05-26,Diyala,Erbil,115
4813,2016-05-26,Diyala,Kerbala,0
4814,2016-05-26,Diyala,Kirkuk,0
4808,2016-05-26,Diyala,Baghdad,6
4815,2016-05-26,Diyala,Missan,1
4817,2016-05-26,Diyala,Najaf,0
4818,2016-05-26,Diyala,Ninewa,0
4819,2016-05-26,Diyala,Qadissiya,0
4820,2016-05-26,Diyala,Salahal Din,0
4821,2016-05-26,Diyala,Sulaymaniyah,0
4822,2016-05-26,Diyala,Thi Qar,0
4816,2016-05-26,Diyala,Muthanna,0
4789,2016-05-26,Baghdad,Babylon,0
4807,2016-05-26,Diyala,Babylon,0
4805,2016-05-26,Baghdad,Wassit,0
4791,2016-05-26,Baghdad,Basrah,0
4792,2016-05-26,Baghdad,Dahuk,0
4793,2016-05-26,Baghdad,Diyala,0
4794,2016-05-26,Baghdad,Erbil,105
4795,2016-05-26,Baghdad,Kerbala,0
4796,2016-05-26,Baghdad,Kirkuk,0
4806,2016-05-26,Diyala,Anbar,0
4797,2016-05-26,Baghdad,Missan,0
4799,2016-05-26,Baghdad,Najaf,0
4800,2016-05-26,Baghdad,Ninewa,0
4801,2016-05-26,Baghdad,Qadissiya,0
4802,2016-05-26,Baghdad,Salahal Din,0
4803,2016-05-26,Baghdad,Sulaymaniyah,10
4804,2016-05-26,Baghdad,Thi Qar,0
4798,2016-05-26,Baghdad,Muthanna,0
4752,2016-05-26,Anbar,Anbar,816
4895,2016-05-26,Salahal Din,Wassit,0
5614,2016-06-08,Salahal Din,Thi Qar,0
5524,2016-06-08,Baghdad,Thi Qar,0
5523,2016-06-08,Baghdad,Sulaymaniyah,17
5522,2016-06-08,Baghdad,Salahal Din,0
5521,2016-06-08,Baghdad,Qadissiya,0
5520,2016-06-08,Baghdad,Ninewa,0
5519,2016-06-08,Baghdad,Najaf,0
5525,2016-06-08,Baghdad,Wassit,0
5518,2016-06-08,Baghdad,Muthanna,0
5516,2016-06-08,Baghdad,Kirkuk,0
5515,2016-06-08,Baghdad,Kerbala,0
5514,2016-06-08,Baghdad,Erbil,0
5513,2016-06-08,Baghdad,Diyala,0
5512,2016-06-08,Baghdad,Dahuk,0
5511,2016-06-08,Baghdad,Basrah,0
5517,2016-06-08,Baghdad,Missan,0
5510,2016-06-08,Baghdad,Baghdad,0
5526,2016-06-08,Diyala,Anbar,0
5528,2016-06-08,Diyala,Baghdad,0
5542,2016-06-08,Diyala,Thi Qar,0
5541,2016-06-08,Diyala,Sulaymaniyah,3
5540,2016-06-08,Diyala,Salahal Din,0
5539,2016-06-08,Diyala,Qadissiya,0
5538,2016-06-08,Diyala,Ninewa,0
5537,2016-06-08,Diyala,Najaf,0
5527,2016-06-08,Diyala,Babylon,0
5536,2016-06-08,Diyala,Muthanna,0
5534,2016-06-08,Diyala,Kirkuk,4
5533,2016-06-08,Diyala,Kerbala,0
5532,2016-06-08,Diyala,Erbil,0
5531,2016-06-08,Diyala,Diyala,0
5530,2016-06-08,Diyala,Dahuk,0
5529,2016-06-08,Diyala,Basrah,0
5535,2016-06-08,Diyala,Missan,0
5509,2016-06-08,Baghdad,Babylon,10
5508,2016-06-08,Baghdad,Anbar,0
5507,2016-06-08,Babylon,Wassit,0
5487,2016-06-08,Anbar,Sulaymaniyah,78
5486,2016-06-08,Anbar,Salahal Din,0
5485,2016-06-08,Anbar,Qadissiya,0
5484,2016-06-08,Anbar,Ninewa,0
5483,2016-06-08,Anbar,Najaf,0
5482,2016-06-08,Anbar,Muthanna,13
5488,2016-06-08,Anbar,Thi Qar,0
5481,2016-06-08,Anbar,Missan,0
5479,2016-06-08,Anbar,Kerbala,2
5478,2016-06-08,Anbar,Erbil,16
5477,2016-06-08,Anbar,Diyala,0
5476,2016-06-08,Anbar,Dahuk,0
5475,2016-06-08,Anbar,Basrah,0
5474,2016-06-08,Anbar,Baghdad,151
5480,2016-06-08,Anbar,Kirkuk,0
5489,2016-06-08,Anbar,Wassit,0
5490,2016-06-08,Babylon,Anbar,0
5491,2016-06-08,Babylon,Babylon,0
5506,2016-06-08,Babylon,Thi Qar,0
5505,2016-06-08,Babylon,Sulaymaniyah,13
5504,2016-06-08,Babylon,Salahal Din,0
5503,2016-06-08,Babylon,Qadissiya,0
5502,2016-06-08,Babylon,Ninewa,0
5501,2016-06-08,Babylon,Najaf,0
5500,2016-06-08,Babylon,Muthanna,0
5499,2016-06-08,Babylon,Missan,0
5498,2016-06-08,Babylon,Kirkuk,0
5497,2016-06-08,Babylon,Kerbala,0
5496,2016-06-08,Babylon,Erbil,0
5495,2016-06-08,Babylon,Diyala,0
5494,2016-06-08,Babylon,Dahuk,0
5493,2016-06-08,Babylon,Basrah,1
5492,2016-06-08,Babylon,Baghdad,0
5543,2016-06-08,Diyala,Wassit,0
5472,2016-06-08,Anbar,Anbar,3369
5544,2016-06-08,Erbil,Anbar,0
5546,2016-06-08,Erbil,Baghdad,0
5596,2016-06-08,Ninewa,Thi Qar,0
5595,2016-06-08,Ninewa,Sulaymaniyah,9
5594,2016-06-08,Ninewa,Salahal Din,0
5593,2016-06-08,Ninewa,Qadissiya,8
5592,2016-06-08,Ninewa,Ninewa,143
5591,2016-06-08,Ninewa,Najaf,22
5597,2016-06-08,Ninewa,Wassit,4
5590,2016-06-08,Ninewa,Muthanna,28
5588,2016-06-08,Ninewa,Kirkuk,311
5587,2016-06-08,Ninewa,Kerbala,39
5586,2016-06-08,Ninewa,Erbil,0
5585,2016-06-08,Ninewa,Diyala,0
5584,2016-06-08,Ninewa,Dahuk,0
5583,2016-06-08,Ninewa,Basrah,5
5589,2016-06-08,Ninewa,Missan,0
5582,2016-06-08,Ninewa,Baghdad,49
5598,2016-06-08,Salahal Din,Anbar,0
5600,2016-06-08,Salahal Din,Baghdad,0
5615,2016-06-08,Salahal Din,Wassit,0
5613,2016-06-08,Salahal Din,Sulaymaniyah,2
5612,2016-06-08,Salahal Din,Salahal Din,45
5611,2016-06-08,Salahal Din,Qadissiya,0
5610,2016-06-08,Salahal Din,Ninewa,15
5609,2016-06-08,Salahal Din,Najaf,0
5599,2016-06-08,Salahal Din,Babylon,18
5608,2016-06-08,Salahal Din,Muthanna,0
5606,2016-06-08,Salahal Din,Kirkuk,72
5605,2016-06-08,Salahal Din,Kerbala,0
5604,2016-06-08,Salahal Din,Erbil,6
5603,2016-06-08,Salahal Din,Diyala,0
5602,2016-06-08,Salahal Din,Dahuk,0
5601,2016-06-08,Salahal Din,Basrah,0
5607,2016-06-08,Salahal Din,Missan,0
5545,2016-06-08,Erbil,Babylon,0
5581,2016-06-08,Ninewa,Babylon,13
5579,2016-06-08,Kirkuk,Wassit,0
5560,2016-06-08,Erbil,Thi Qar,0
5559,2016-06-08,Erbil,Sulaymaniyah,0
5558,2016-06-08,Erbil,Salahal Din,0
5557,2016-06-08,Erbil,Qadissiya,0
5556,2016-06-08,Erbil,Ninewa,0
5555,2016-06-08,Erbil,Najaf,0
5561,2016-06-08,Erbil,Wassit,0
5554,2016-06-08,Erbil,Muthanna,0
5552,2016-06-08,Erbil,Kirkuk,0
5551,2016-06-08,Erbil,Kerbala,0
5550,2016-06-08,Erbil,Erbil,85
5549,2016-06-08,Erbil,Diyala,0
5548,2016-06-08,Erbil,Dahuk,0
5547,2016-06-08,Erbil,Basrah,0
5553,2016-06-08,Erbil,Missan,0
5580,2016-06-08,Ninewa,Anbar,0
5562,2016-06-08,Kirkuk,Anbar,0
5564,2016-06-08,Kirkuk,Baghdad,0
5578,2016-06-08,Kirkuk,Thi Qar,0
5577,2016-06-08,Kirkuk,Sulaymaniyah,0
5576,2016-06-08,Kirkuk,Salahal Din,5
5575,2016-06-08,Kirkuk,Qadissiya,1
5574,2016-06-08,Kirkuk,Ninewa,0
5573,2016-06-08,Kirkuk,Najaf,0
5563,2016-06-08,Kirkuk,Babylon,0
5572,2016-06-08,Kirkuk,Muthanna,0
5570,2016-06-08,Kirkuk,Kirkuk,459
5569,2016-06-08,Kirkuk,Kerbala,2
5568,2016-06-08,Kirkuk,Erbil,0
5567,2016-06-08,Kirkuk,Diyala,0
5566,2016-06-08,Kirkuk,Dahuk,0
5565,2016-06-08,Kirkuk,Basrah,0
5571,2016-06-08,Kirkuk,Missan,0
5473,2016-06-08,Anbar,Babylon,0
5185,2016-06-22,Anbar,Babylon,2
5184,2016-06-22,Anbar,Anbar,0
5326,2016-06-22,Salahal Din,Thi Qar,0
5223,2016-06-22,Baghdad,Basrah,0
5224,2016-06-22,Baghdad,Dahuk,0
5225,2016-06-22,Baghdad,Diyala,6
5226,2016-06-22,Baghdad,Erbil,267
5227,2016-06-22,Baghdad,Kerbala,0
5228,2016-06-22,Baghdad,Kirkuk,0
5229,2016-06-22,Baghdad,Missan,0
5230,2016-06-22,Baghdad,Muthanna,0
5231,2016-06-22,Baghdad,Najaf,0
5232,2016-06-22,Baghdad,Ninewa,0
5233,2016-06-22,Baghdad,Qadissiya,0
5234,2016-06-22,Baghdad,Salahal Din,0
5235,2016-06-22,Baghdad,Sulaymaniyah,56
5236,2016-06-22,Baghdad,Thi Qar,0
5237,2016-06-22,Baghdad,Wassit,0
5238,2016-06-22,Diyala,Anbar,0
5239,2016-06-22,Diyala,Babylon,0
5253,2016-06-22,Diyala,Sulaymaniyah,2
5252,2016-06-22,Diyala,Salahal Din,0
5251,2016-06-22,Diyala,Qadissiya,0
5250,2016-06-22,Diyala,Ninewa,0
5249,2016-06-22,Diyala,Najaf,0
5248,2016-06-22,Diyala,Muthanna,0
5222,2016-06-22,Baghdad,Baghdad,0
5247,2016-06-22,Diyala,Missan,1
5245,2016-06-22,Diyala,Kerbala,0
5244,2016-06-22,Diyala,Erbil,0
5243,2016-06-22,Diyala,Diyala,46
5242,2016-06-22,Diyala,Dahuk,0
5241,2016-06-22,Diyala,Basrah,0
5240,2016-06-22,Diyala,Baghdad,0
5246,2016-06-22,Diyala,Kirkuk,0
5221,2016-06-22,Baghdad,Babylon,0
5327,2016-06-22,Salahal Din,Wassit,0
5219,2016-06-22,Babylon,Wassit,0
5200,2016-06-22,Anbar,Thi Qar,3
5199,2016-06-22,Anbar,Sulaymaniyah,74
5198,2016-06-22,Anbar,Salahal Din,25
5197,2016-06-22,Anbar,Qadissiya,0
5196,2016-06-22,Anbar,Ninewa,0
5195,2016-06-22,Anbar,Najaf,0
5201,2016-06-22,Anbar,Wassit,4
5194,2016-06-22,Anbar,Muthanna,6
5192,2016-06-22,Anbar,Kirkuk,0
5191,2016-06-22,Anbar,Kerbala,9
5190,2016-06-22,Anbar,Erbil,99
5189,2016-06-22,Anbar,Diyala,0
5188,2016-06-22,Anbar,Dahuk,0
5187,2016-06-22,Anbar,Basrah,1
5193,2016-06-22,Anbar,Missan,0
5254,2016-06-22,Diyala,Thi Qar,0
5202,2016-06-22,Babylon,Anbar,0
5204,2016-06-22,Babylon,Baghdad,0
5218,2016-06-22,Babylon,Thi Qar,0
5217,2016-06-22,Babylon,Sulaymaniyah,1
5216,2016-06-22,Babylon,Salahal Din,0
5215,2016-06-22,Babylon,Qadissiya,0
5214,2016-06-22,Babylon,Ninewa,0
5213,2016-06-22,Babylon,Najaf,0
5203,2016-06-22,Babylon,Babylon,0
5212,2016-06-22,Babylon,Muthanna,0
5210,2016-06-22,Babylon,Kirkuk,0
5209,2016-06-22,Babylon,Kerbala,0
5208,2016-06-22,Babylon,Erbil,0
5207,2016-06-22,Babylon,Diyala,0
5206,2016-06-22,Babylon,Dahuk,0
5205,2016-06-22,Babylon,Basrah,0
5211,2016-06-22,Babylon,Missan,0
5255,2016-06-22,Diyala,Wassit,0
5220,2016-06-22,Baghdad,Anbar,0
5257,2016-06-22,Erbil,Babylon,0
5308,2016-06-22,Ninewa,Thi Qar,1
5307,2016-06-22,Ninewa,Sulaymaniyah,3
5306,2016-06-22,Ninewa,Salahal Din,0
5305,2016-06-22,Ninewa,Qadissiya,9
5304,2016-06-22,Ninewa,Ninewa,206
5303,2016-06-22,Ninewa,Najaf,1
5309,2016-06-22,Ninewa,Wassit,0
5302,2016-06-22,Ninewa,Muthanna,9
5300,2016-06-22,Ninewa,Kirkuk,114
5299,2016-06-22,Ninewa,Kerbala,0
5298,2016-06-22,Ninewa,Erbil,0
5297,2016-06-22,Ninewa,Diyala,0
5296,2016-06-22,Ninewa,Dahuk,126
5295,2016-06-22,Ninewa,Basrah,0
5301,2016-06-22,Ninewa,Missan,0
5294,2016-06-22,Ninewa,Baghdad,1
5310,2016-06-22,Salahal Din,Anbar,0
5312,2016-06-22,Salahal Din,Baghdad,0
5256,2016-06-22,Erbil,Anbar,0
5325,2016-06-22,Salahal Din,Sulaymaniyah,0
5324,2016-06-22,Salahal Din,Salahal Din,0
5323,2016-06-22,Salahal Din,Qadissiya,0
5322,2016-06-22,Salahal Din,Ninewa,4
5321,2016-06-22,Salahal Din,Najaf,0
5311,2016-06-22,Salahal Din,Babylon,0
5320,2016-06-22,Salahal Din,Muthanna,0
5318,2016-06-22,Salahal Din,Kirkuk,0
5317,2016-06-22,Salahal Din,Kerbala,0
5316,2016-06-22,Salahal Din,Erbil,0
5315,2016-06-22,Salahal Din,Diyala,0
5314,2016-06-22,Salahal Din,Dahuk,1
5313,2016-06-22,Salahal Din,Basrah,1
5319,2016-06-22,Salahal Din,Missan,0
5293,2016-06-22,Ninewa,Babylon,0
5186,2016-06-22,Anbar,Baghdad,600
5291,2016-06-22,Kirkuk,Wassit,0
5271,2016-06-22,Erbil,Sulaymaniyah,0
5270,2016-06-22,Erbil,Salahal Din,0
5269,2016-06-22,Erbil,Qadissiya,0
5268,2016-06-22,Erbil,Ninewa,0
5267,2016-06-22,Erbil,Najaf,0
5266,2016-06-22,Erbil,Muthanna,0
5272,2016-06-22,Erbil,Thi Qar,0
5265,2016-06-22,Erbil,Missan,0
5263,2016-06-22,Erbil,Kerbala,0
5262,2016-06-22,Erbil,Erbil,0
5261,2016-06-22,Erbil,Diyala,0
5260,2016-06-22,Erbil,Dahuk,0
5259,2016-06-22,Erbil,Basrah,0
5292,2016-06-22,Ninewa,Anbar,0
5264,2016-06-22,Erbil,Kirkuk,0
5273,2016-06-22,Erbil,Wassit,0
5258,2016-06-22,Erbil,Baghdad,0
5275,2016-06-22,Kirkuk,Babylon,0
5274,2016-06-22,Kirkuk,Anbar,0
5290,2016-06-22,Kirkuk,Thi Qar,0
5288,2016-06-22,Kirkuk,Salahal Din,0
5287,2016-06-22,Kirkuk,Qadissiya,4
5286,2016-06-22,Kirkuk,Ninewa,0
5285,2016-06-22,Kirkuk,Najaf,0
5284,2016-06-22,Kirkuk,Muthanna,0
5289,2016-06-22,Kirkuk,Sulaymaniyah,0
5282,2016-06-22,Kirkuk,Kirkuk,197
5281,2016-06-22,Kirkuk,Kerbala,1
5280,2016-06-22,Kirkuk,Erbil,0
5279,2016-06-22,Kirkuk,Diyala,0
5278,2016-06-22,Kirkuk,Dahuk,0
5277,2016-06-22,Kirkuk,Basrah,2
5276,2016-06-22,Kirkuk,Baghdad,0
5283,2016-06-22,Kirkuk,Missan,0
6138,2016-07-03,Kirkuk,Anbar,0
6139,2016-07-03,Kirkuk,Babylon,0
6140,2016-07-03,Kirkuk,Baghdad,0
6141,2016-07-03,Kirkuk,Basrah,1
6142,2016-07-03,Kirkuk,Dahuk,0
6143,2016-07-03,Kirkuk,Diyala,0
6146,2016-07-03,Kirkuk,Kirkuk,267
6145,2016-07-03,Kirkuk,Kerbala,0
6147,2016-07-03,Kirkuk,Missan,0
6148,2016-07-03,Kirkuk,Muthanna,0
6149,2016-07-03,Kirkuk,Najaf,2
6150,2016-07-03,Kirkuk,Ninewa,0
6151,2016-07-03,Kirkuk,Qadissiya,3
6144,2016-07-03,Kirkuk,Erbil,0
6137,2016-07-03,Erbil,Wassit,0
6129,2016-07-03,Erbil,Missan,0
6135,2016-07-03,Erbil,Sulaymaniyah,0
6120,2016-07-03,Erbil,Anbar,0
6152,2016-07-03,Kirkuk,Salahal Din,0
6121,2016-07-03,Erbil,Babylon,0
6122,2016-07-03,Erbil,Baghdad,0
6123,2016-07-03,Erbil,Basrah,0
6124,2016-07-03,Erbil,Dahuk,0
6125,2016-07-03,Erbil,Diyala,0
6126,2016-07-03,Erbil,Erbil,0
6127,2016-07-03,Erbil,Kerbala,0
6128,2016-07-03,Erbil,Kirkuk,0
6130,2016-07-03,Erbil,Muthanna,0
6131,2016-07-03,Erbil,Najaf,0
6132,2016-07-03,Erbil,Ninewa,0
6133,2016-07-03,Erbil,Qadissiya,0
6134,2016-07-03,Erbil,Salahal Din,0
6136,2016-07-03,Erbil,Thi Qar,0
6153,2016-07-03,Kirkuk,Sulaymaniyah,0
6171,2016-07-03,Ninewa,Sulaymaniyah,0
6155,2016-07-03,Kirkuk,Wassit,0
6176,2016-07-03,Salahal Din,Baghdad,0
6177,2016-07-03,Salahal Din,Basrah,0
6178,2016-07-03,Salahal Din,Dahuk,0
6179,2016-07-03,Salahal Din,Diyala,0
6180,2016-07-03,Salahal Din,Erbil,0
6181,2016-07-03,Salahal Din,Kerbala,0
6175,2016-07-03,Salahal Din,Babylon,7
6182,2016-07-03,Salahal Din,Kirkuk,0
6184,2016-07-03,Salahal Din,Muthanna,1
6185,2016-07-03,Salahal Din,Najaf,0
6186,2016-07-03,Salahal Din,Ninewa,34
6187,2016-07-03,Salahal Din,Qadissiya,0
6188,2016-07-03,Salahal Din,Salahal Din,1951
6190,2016-07-03,Salahal Din,Thi Qar,0
6183,2016-07-03,Salahal Din,Missan,0
6174,2016-07-03,Salahal Din,Anbar,0
6173,2016-07-03,Ninewa,Wassit,1
6172,2016-07-03,Ninewa,Thi Qar,0
6156,2016-07-03,Ninewa,Anbar,0
6157,2016-07-03,Ninewa,Babylon,0
6158,2016-07-03,Ninewa,Baghdad,5
6159,2016-07-03,Ninewa,Basrah,7
6160,2016-07-03,Ninewa,Dahuk,409
6161,2016-07-03,Ninewa,Diyala,0
6162,2016-07-03,Ninewa,Erbil,0
6163,2016-07-03,Ninewa,Kerbala,16
6164,2016-07-03,Ninewa,Kirkuk,1325
6165,2016-07-03,Ninewa,Missan,0
6166,2016-07-03,Ninewa,Muthanna,0
6167,2016-07-03,Ninewa,Najaf,6
6168,2016-07-03,Ninewa,Ninewa,91
6169,2016-07-03,Ninewa,Qadissiya,8
6170,2016-07-03,Ninewa,Salahal Din,9
6154,2016-07-03,Kirkuk,Thi Qar,0
6189,2016-07-03,Salahal Din,Sulaymaniyah,3
6119,2016-07-03,Diyala,Wassit,0
6117,2016-07-03,Diyala,Sulaymaniyah,0
6066,2016-07-03,Babylon,Anbar,0
6067,2016-07-03,Babylon,Babylon,5
6068,2016-07-03,Babylon,Baghdad,0
6069,2016-07-03,Babylon,Basrah,0
6070,2016-07-03,Babylon,Dahuk,0
6071,2016-07-03,Babylon,Diyala,0
6065,2016-07-03,Anbar,Wassit,0
6072,2016-07-03,Babylon,Erbil,0
6074,2016-07-03,Babylon,Kirkuk,0
6075,2016-07-03,Babylon,Missan,0
6076,2016-07-03,Babylon,Muthanna,0
6077,2016-07-03,Babylon,Najaf,0
6078,2016-07-03,Babylon,Ninewa,0
6079,2016-07-03,Babylon,Qadissiya,0
6073,2016-07-03,Babylon,Kerbala,0
6064,2016-07-03,Anbar,Thi Qar,3
6063,2016-07-03,Anbar,Sulaymaniyah,82
6062,2016-07-03,Anbar,Salahal Din,0
6118,2016-07-03,Diyala,Thi Qar,0
6048,2016-07-03,Anbar,Anbar,9713
6049,2016-07-03,Anbar,Babylon,0
6050,2016-07-03,Anbar,Baghdad,554
6051,2016-07-03,Anbar,Basrah,2
6052,2016-07-03,Anbar,Dahuk,0
6053,2016-07-03,Anbar,Diyala,10
6054,2016-07-03,Anbar,Erbil,209
6055,2016-07-03,Anbar,Kerbala,7
6056,2016-07-03,Anbar,Kirkuk,5
6057,2016-07-03,Anbar,Missan,0
6058,2016-07-03,Anbar,Muthanna,19
6059,2016-07-03,Anbar,Najaf,0
6060,2016-07-03,Anbar,Ninewa,0
6061,2016-07-03,Anbar,Qadissiya,0
6080,2016-07-03,Babylon,Salahal Din,0
6081,2016-07-03,Babylon,Sulaymaniyah,2
6191,2016-07-03,Salahal Din,Wassit,0
6083,2016-07-03,Babylon,Wassit,0
6103,2016-07-03,Diyala,Babylon,0
6104,2016-07-03,Diyala,Baghdad,0
6105,2016-07-03,Diyala,Basrah,2
6106,2016-07-03,Diyala,Dahuk,0
6082,2016-07-03,Babylon,Thi Qar,0
6108,2016-07-03,Diyala,Erbil,0
6102,2016-07-03,Diyala,Anbar,0
6109,2016-07-03,Diyala,Kerbala,0
6111,2016-07-03,Diyala,Missan,0
6112,2016-07-03,Diyala,Muthanna,0
6113,2016-07-03,Diyala,Najaf,0
6114,2016-07-03,Diyala,Ninewa,0
6115,2016-07-03,Diyala,Qadissiya,0
6116,2016-07-03,Diyala,Salahal Din,0
6110,2016-07-03,Diyala,Kirkuk,2
6101,2016-07-03,Baghdad,Wassit,0
6107,2016-07-03,Diyala,Diyala,0
6099,2016-07-03,Baghdad,Sulaymaniyah,32
6084,2016-07-03,Baghdad,Anbar,0
6100,2016-07-03,Baghdad,Thi Qar,0
6085,2016-07-03,Baghdad,Babylon,0
6086,2016-07-03,Baghdad,Baghdad,0
6087,2016-07-03,Baghdad,Basrah,0
6089,2016-07-03,Baghdad,Diyala,0
6090,2016-07-03,Baghdad,Erbil,0
6088,2016-07-03,Baghdad,Dahuk,0
6092,2016-07-03,Baghdad,Kirkuk,0
6093,2016-07-03,Baghdad,Missan,0
6094,2016-07-03,Baghdad,Muthanna,0
6095,2016-07-03,Baghdad,Najaf,0
6096,2016-07-03,Baghdad,Ninewa,0
6097,2016-07-03,Baghdad,Qadissiya,0
6098,2016-07-03,Baghdad,Salahal Din,0
6091,2016-07-03,Baghdad,Kerbala,0
6000,2016-07-22,Kirkuk,Erbil,0
5996,2016-07-22,Kirkuk,Baghdad,0
5997,2016-07-22,Kirkuk,Basrah,0
5998,2016-07-22,Kirkuk,Dahuk,0
5999,2016-07-22,Kirkuk,Diyala,0
6001,2016-07-22,Kirkuk,Kerbala,0
6009,2016-07-22,Kirkuk,Sulaymaniyah,0
6003,2016-07-22,Kirkuk,Missan,0
6004,2016-07-22,Kirkuk,Muthanna,0
6005,2016-07-22,Kirkuk,Najaf,0
6006,2016-07-22,Kirkuk,Ninewa,0
6007,2016-07-22,Kirkuk,Qadissiya,0
6008,2016-07-22,Kirkuk,Salahal Din,0
6002,2016-07-22,Kirkuk,Kirkuk,145
5995,2016-07-22,Kirkuk,Babylon,1
5978,2016-07-22,Erbil,Baghdad,0
5993,2016-07-22,Erbil,Wassit,0
5977,2016-07-22,Erbil,Babylon,0
5979,2016-07-22,Erbil,Basrah,0
5980,2016-07-22,Erbil,Dahuk,0
5981,2016-07-22,Erbil,Diyala,0
5982,2016-07-22,Erbil,Erbil,0
5983,2016-07-22,Erbil,Kerbala,0
5984,2016-07-22,Erbil,Kirkuk,0
5985,2016-07-22,Erbil,Missan,0
5986,2016-07-22,Erbil,Muthanna,0
5987,2016-07-22,Erbil,Najaf,0
5988,2016-07-22,Erbil,Ninewa,0
5989,2016-07-22,Erbil,Qadissiya,0
5990,2016-07-22,Erbil,Salahal Din,0
5991,2016-07-22,Erbil,Sulaymaniyah,0
5992,2016-07-22,Erbil,Thi Qar,0
5994,2016-07-22,Kirkuk,Anbar,0
6010,2016-07-22,Kirkuk,Thi Qar,0
6027,2016-07-22,Ninewa,Sulaymaniyah,40
6012,2016-07-22,Ninewa,Anbar,0
6033,2016-07-22,Salahal Din,Basrah,0
6034,2016-07-22,Salahal Din,Dahuk,0
6035,2016-07-22,Salahal Din,Diyala,0
6036,2016-07-22,Salahal Din,Erbil,23
6037,2016-07-22,Salahal Din,Kerbala,0
6038,2016-07-22,Salahal Din,Kirkuk,30
6032,2016-07-22,Salahal Din,Baghdad,0
6039,2016-07-22,Salahal Din,Missan,0
6041,2016-07-22,Salahal Din,Najaf,0
6042,2016-07-22,Salahal Din,Ninewa,28
6043,2016-07-22,Salahal Din,Qadissiya,0
6044,2016-07-22,Salahal Din,Salahal Din,150
5976,2016-07-22,Erbil,Anbar,0
6045,2016-07-22,Salahal Din,Sulaymaniyah,83
6040,2016-07-22,Salahal Din,Muthanna,1
6031,2016-07-22,Salahal Din,Babylon,0
6030,2016-07-22,Salahal Din,Anbar,0
6029,2016-07-22,Ninewa,Wassit,0
6013,2016-07-22,Ninewa,Babylon,28
6014,2016-07-22,Ninewa,Baghdad,4
6015,2016-07-22,Ninewa,Basrah,6
6016,2016-07-22,Ninewa,Dahuk,7
6017,2016-07-22,Ninewa,Diyala,0
6018,2016-07-22,Ninewa,Erbil,61
6019,2016-07-22,Ninewa,Kerbala,6
6020,2016-07-22,Ninewa,Kirkuk,25
6021,2016-07-22,Ninewa,Missan,2
6022,2016-07-22,Ninewa,Muthanna,0
6023,2016-07-22,Ninewa,Najaf,0
6024,2016-07-22,Ninewa,Ninewa,266
6025,2016-07-22,Ninewa,Qadissiya,7
6026,2016-07-22,Ninewa,Salahal Din,25
6028,2016-07-22,Ninewa,Thi Qar,5
6011,2016-07-22,Kirkuk,Wassit,0
5975,2016-07-22,Diyala,Wassit,0
5941,2016-07-22,Baghdad,Babylon,0
5974,2016-07-22,Diyala,Thi Qar,0
5923,2016-07-22,Babylon,Babylon,124
5924,2016-07-22,Babylon,Baghdad,0
5925,2016-07-22,Babylon,Basrah,0
5926,2016-07-22,Babylon,Dahuk,0
5927,2016-07-22,Babylon,Diyala,0
