Date,death,gov
2012-01-12,2,Ninewa
2012-01-13,3,Ninewa
2012-01-14,2,Ninewa
2012-01-15,1,Ninewa
2012-01-16,13,Ninewa
2012-01-17,3,Ninewa
2012-01-18,3,Ninewa
2012-01-19,1,Ninewa
2012-01-20,4,Ninewa
2012-01-21,3,Ninewa
2012-01-22,4,Ninewa
2012-01-23,4,Ninewa
2012-01-24,2,Ninewa
2012-01-25,2,Ninewa
2012-01-26,5,Ninewa
2012-01-27,2,Ninewa
2012-01-29,2,Ninewa
2012-01-30,4,Ninewa
2012-01-31,4,Ninewa
2012-02-02,4,Ninewa
2012-02-03,2,Ninewa
2012-02-04,2,Ninewa
2012-02-06,3,Ninewa
2012-02-09,1,Ninewa
2012-02-13,1,Ninewa
2012-02-14,5,Ninewa
2012-02-15,5,Ninewa
2012-02-16,4,Ninewa
2012-02-17,1,Ninewa
2012-02-19,3,Ninewa
2012-02-20,6,Ninewa
2012-02-21,2,Ninewa
2012-02-22,1,Ninewa
2012-02-23,1,Ninewa
2012-02-24,2,Ninewa
2012-02-25,1,Ninewa
2012-02-26,4,Ninewa
2012-02-28,1,Ninewa
2012-02-29,5,Ninewa
2012-03-01,2,Ninewa
2012-03-02,1,Ninewa
2012-03-04,3,Ninewa
2012-03-05,4,Ninewa
2012-03-06,3,Ninewa
2012-03-07,20,Ninewa
2012-03-08,1,Ninewa
2012-03-09,1,Ninewa
2012-03-10,2,Ninewa
2012-03-11,6,Ninewa
2012-03-12,4,Ninewa
2012-03-13,9,Ninewa
2012-03-14,2,Ninewa
2012-03-15,2,Ninewa
2012-03-16,1,Ninewa
2012-03-17,3,Ninewa
2012-03-18,4,Ninewa
2012-03-19,3,Ninewa
2012-03-20,6,Ninewa
2012-03-21,5,Ninewa
2012-03-22,3,Ninewa
2012-03-24,3,Ninewa
2012-03-25,1,Ninewa
2012-03-26,6,Ninewa
2012-03-27,4,Ninewa
2012-03-28,4,Ninewa
2012-03-29,1,Ninewa
2012-03-30,1,Ninewa
2012-03-31,4,Ninewa
2012-04-01,4,Ninewa
2012-04-02,5,Ninewa
2012-04-03,4,Ninewa
2012-04-04,2,Ninewa
2012-04-05,2,Ninewa
2012-04-06,2,Ninewa
2012-04-07,2,Ninewa
2012-04-08,4,Ninewa
2012-04-09,4,Ninewa
2012-04-10,3,Ninewa
2012-04-11,3,Ninewa
2012-04-12,7,Ninewa
2012-04-14,3,Ninewa
2012-04-15,2,Ninewa
2012-04-16,3,Ninewa
2012-04-17,2,Ninewa
2012-04-18,3,Ninewa
2012-04-19,4,Ninewa
2012-04-21,4,Ninewa
2012-04-22,3,Ninewa
2012-04-23,1,Ninewa
2012-04-24,4,Ninewa
2012-04-25,6,Ninewa
2012-04-26,3,Ninewa
2012-04-28,2,Ninewa
2012-04-30,1,Ninewa
2012-05-01,3,Ninewa
2012-05-02,4,Ninewa
2012-05-04,2,Ninewa
2012-05-05,4,Ninewa
2012-05-06,3,Ninewa
2012-05-08,2,Ninewa
2012-05-11,2,Ninewa
2012-05-12,2,Ninewa
2012-05-13,4,Ninewa
2012-05-14,2,Ninewa
2012-05-15,3,Ninewa
2012-05-16,3,Ninewa
2012-05-18,1,Ninewa
2012-05-19,6,Ninewa
2012-05-21,5,Ninewa
2012-05-22,2,Ninewa
2012-05-23,4,Ninewa
2012-05-24,6,Ninewa
2012-05-25,1,Ninewa
2012-05-26,1,Ninewa
2012-05-27,4,Ninewa
2012-05-31,3,Ninewa
2012-06-03,5,Ninewa
2012-06-05,4,Ninewa
2012-06-07,1,Ninewa
2012-06-08,1,Ninewa
2012-06-09,2,Ninewa
2012-06-10,6,Ninewa
2012-06-11,4,Ninewa
2012-06-13,5,Ninewa
2012-06-14,1,Ninewa
2012-06-15,2,Ninewa
2012-06-16,4,Ninewa
2012-06-17,3,Ninewa
2012-06-18,1,Ninewa
2012-06-19,6,Ninewa
2012-06-20,4,Ninewa
2012-06-21,2,Ninewa
2012-06-22,1,Ninewa
2012-06-24,7,Ninewa
2012-06-25,1,Ninewa
2012-06-27,5,Ninewa
2012-06-28,4,Ninewa
2012-06-30,7,Ninewa
2012-07-01,7,Ninewa
2012-07-02,2,Ninewa
2012-07-03,2,Ninewa
2012-07-04,4,Ninewa
2012-07-05,4,Ninewa
2012-07-07,2,Ninewa
2012-07-08,2,Ninewa
2012-07-09,2,Ninewa
2012-07-10,2,Ninewa
2012-07-11,7,Ninewa
2012-07-12,1,Ninewa
2012-07-14,5,Ninewa
2012-07-15,3,Ninewa
2012-07-18,9,Ninewa
2012-07-19,1,Ninewa
2012-07-20,1,Ninewa
2012-07-21,4,Ninewa
2012-07-22,1,Ninewa
2012-07-23,7,Ninewa
2012-07-25,4,Ninewa
2012-07-26,1,Ninewa
2012-07-28,1,Ninewa
2012-07-29,1,Ninewa
2012-07-30,2,Ninewa
2012-08-01,2,Ninewa
2012-08-02,1,Ninewa
2012-08-03,1,Ninewa
2012-08-04,2,Ninewa
2012-08-05,5,Ninewa
2012-08-07,5,Ninewa
2012-08-10,4,Ninewa
2012-08-11,1,Ninewa
2012-08-12,3,Ninewa
2012-08-13,1,Ninewa
2012-08-14,4,Ninewa
2012-08-15,6,Ninewa
2012-08-16,15,Ninewa
2012-08-17,4,Ninewa
2012-08-18,8,Ninewa
2012-08-19,11,Ninewa
2012-08-21,2,Ninewa
2012-08-22,2,Ninewa
2012-08-24,5,Ninewa
2012-08-25,3,Ninewa
2012-08-26,2,Ninewa
2012-08-27,2,Ninewa
2012-08-28,2,Ninewa
2012-08-29,1,Ninewa
2012-09-01,2,Ninewa
2012-09-02,1,Ninewa
2012-09-03,3,Ninewa
2012-09-04,1,Ninewa
2012-09-05,3,Ninewa
2012-09-08,1,Ninewa
2012-09-09,9,Ninewa
2012-09-10,1,Ninewa
2012-09-11,4,Ninewa
2012-09-12,1,Ninewa
2012-09-13,1,Ninewa
2012-09-14,1,Ninewa
2012-09-15,4,Ninewa
2012-09-16,1,Ninewa
2012-09-17,4,Ninewa
2012-09-19,4,Ninewa
2012-09-20,3,Ninewa
2012-09-21,1,Ninewa
2012-09-22,3,Ninewa
2012-09-23,1,Ninewa
2012-09-24,5,Ninewa
2012-09-26,1,Ninewa
2012-09-27,2,Ninewa
2012-09-29,1,Ninewa
2012-09-30,2,Ninewa
2012-10-01,4,Ninewa
2012-10-03,1,Ninewa
2012-10-04,1,Ninewa
2012-10-05,2,Ninewa
2012-10-09,5,Ninewa
2012-10-11,3,Ninewa
2012-10-12,1,Ninewa
2012-10-13,2,Ninewa
2012-10-15,3,Ninewa
2012-10-17,2,Ninewa
2012-10-19,1,Ninewa
2012-10-20,3,Ninewa
2012-10-22,2,Ninewa
2012-10-26,1,Ninewa
2012-10-27,5,Ninewa
2012-10-28,1,Ninewa
2012-10-31,5,Ninewa
2012-11-03,1,Ninewa
2012-11-04,6,Ninewa
2012-11-07,2,Ninewa
2012-11-08,1,Ninewa
2012-11-09,2,Ninewa
2012-11-10,3,Ninewa
2012-11-13,1,Ninewa
2012-11-14,2,Ninewa
2012-11-16,4,Ninewa
2012-11-17,1,Ninewa
2012-11-18,1,Ninewa
2012-11-19,2,Ninewa
2012-11-20,1,Ninewa
2012-11-22,2,Ninewa
2012-11-23,2,Ninewa
2012-11-24,2,Ninewa
2012-11-26,1,Ninewa
2012-11-27,4,Ninewa
2012-11-29,3,Ninewa
2012-12-02,4,Ninewa
2012-12-03,2,Ninewa
2012-12-04,1,Ninewa
2012-12-05,1,Ninewa
2012-12-06,4,Ninewa
2012-12-08,1,Ninewa
2012-12-09,1,Ninewa
2012-12-11,1,Ninewa
2012-12-12,5,Ninewa
2012-12-13,4,Ninewa
2012-12-14,2,Ninewa
2012-12-15,2,Ninewa
2012-12-16,1,Ninewa
2012-12-17,10,Ninewa
2012-12-18,3,Ninewa
2012-12-19,2,Ninewa
2012-12-20,1,Ninewa
2012-12-22,2,Ninewa
2012-12-23,3,Ninewa
2012-12-24,1,Ninewa
2012-12-25,2,Ninewa
2012-12-27,4,Ninewa
2012-12-29,2,Ninewa
2012-12-30,2,Ninewa
2012-12-31,3,Ninewa
2013-01-02,3,Ninewa
2013-01-03,1,Ninewa
2013-01-05,3,Ninewa
2013-01-07,3,Ninewa
2013-01-08,3,Ninewa
2013-01-09,6,Ninewa
2013-01-10,1,Ninewa
2013-01-11,2,Ninewa
2013-01-12,3,Ninewa
2013-01-13,1,Ninewa
2013-01-14,1,Ninewa
2013-01-15,1,Ninewa
2013-01-16,1,Ninewa
2013-01-17,1,Ninewa
2013-01-18,1,Ninewa
2013-01-19,3,Ninewa
2013-01-21,1,Ninewa
2013-01-22,2,Ninewa
2013-01-23,1,Ninewa
2013-01-24,1,Ninewa
2013-01-25,1,Ninewa
2013-01-27,3,Ninewa
2013-01-28,3,Ninewa
2013-01-30,1,Ninewa
2013-01-31,1,Ninewa
2013-02-02,4,Ninewa
2013-02-03,1,Ninewa
2013-02-04,1,Ninewa
2013-02-05,2,Ninewa
2013-02-06,1,Ninewa
2013-02-09,1,Ninewa
2013-02-10,4,Ninewa
2013-02-11,7,Ninewa
2013-02-12,1,Ninewa
2013-02-14,6,Ninewa
2013-02-16,4,Ninewa
2013-02-17,5,Ninewa
2013-02-18,1,Ninewa
2013-02-19,6,Ninewa
2013-02-20,2,Ninewa
2013-02-21,3,Ninewa
2013-02-22,4,Ninewa
2013-02-23,3,Ninewa
2013-02-24,2,Ninewa
2013-02-25,2,Ninewa
2013-02-26,1,Ninewa
2013-02-27,1,Ninewa
2013-02-28,3,Ninewa
2013-03-02,2,Ninewa
2013-03-03,2,Ninewa
2013-03-04,2,Ninewa
2013-03-06,1,Ninewa
2013-03-07,3,Ninewa
2013-03-08,5,Ninewa
2013-03-10,1,Ninewa
2013-03-11,5,Ninewa
2013-03-12,2,Ninewa
2013-03-13,2,Ninewa
2013-03-14,3,Ninewa
2013-03-15,2,Ninewa
2013-03-16,1,Ninewa
2013-03-17,2,Ninewa
2013-03-18,2,Ninewa
2013-03-19,7,Ninewa
2013-03-20,2,Ninewa
2013-03-23,3,Ninewa
2013-03-24,4,Ninewa
2013-03-26,3,Ninewa
2013-03-28,1,Ninewa
2013-03-31,1,Ninewa
2013-04-01,1,Ninewa
2013-04-02,2,Ninewa
2013-04-03,2,Ninewa
2013-04-04,1,Ninewa
2013-04-06,3,Ninewa
2013-04-07,2,Ninewa
2013-04-08,2,Ninewa
2013-04-09,1,Ninewa
2013-04-10,3,Ninewa
2013-04-11,8,Ninewa
2013-04-12,4,Ninewa
2013-04-14,6,Ninewa
2013-04-15,1,Ninewa
2013-04-16,2,Ninewa
2013-04-23,1,Ninewa
2013-04-24,15,Ninewa
2013-04-28,1,Ninewa
2013-04-29,1,Ninewa
2013-04-30,2,Ninewa
2013-05-01,6,Ninewa
2013-05-02,9,Ninewa
2013-05-03,6,Ninewa
2013-05-04,4,Ninewa
2013-05-05,1,Ninewa
2013-05-06,4,Ninewa
2013-05-07,4,Ninewa
2013-05-08,2,Ninewa
2013-05-09,3,Ninewa
2013-05-10,1,Ninewa
2013-05-11,1,Ninewa
2013-05-13,4,Ninewa
2013-05-14,1,Ninewa
2013-05-15,2,Ninewa
2013-05-17,2,Ninewa
2013-05-18,2,Ninewa
2013-05-19,5,Ninewa
2013-05-20,3,Ninewa
2013-05-21,4,Ninewa
2013-05-22,1,Ninewa
2013-05-23,4,Ninewa
2013-05-25,1,Ninewa
2013-05-26,2,Ninewa
2013-05-27,1,Ninewa
2013-05-28,2,Ninewa
2013-05-29,6,Ninewa
2013-05-30,5,Ninewa
2013-06-01,7,Ninewa
2013-06-03,3,Ninewa
2013-06-04,4,Ninewa
2013-06-05,4,Ninewa
2013-06-07,1,Ninewa
2013-06-08,4,Ninewa
2013-06-10,8,Ninewa
2013-06-11,1,Ninewa
2013-06-12,3,Ninewa
2013-06-13,2,Ninewa
2013-06-14,1,Ninewa
2013-06-15,3,Ninewa
2013-06-16,6,Ninewa
2013-06-18,5,Ninewa
2013-06-20,1,Ninewa
2013-06-22,3,Ninewa
2013-06-24,7,Ninewa
2013-06-26,4,Ninewa
2013-06-27,1,Ninewa
2013-06-28,2,Ninewa
2013-06-29,4,Ninewa
2013-06-30,5,Ninewa
2013-07-01,4,Ninewa
2013-07-02,3,Ninewa
2013-07-03,2,Ninewa
2013-07-04,2,Ninewa
2013-07-06,5,Ninewa
2013-07-07,4,Ninewa
2013-07-08,10,Ninewa
2013-07-09,4,Ninewa
2013-07-10,2,Ninewa
2013-07-11,4,Ninewa
2013-07-12,6,Ninewa
2013-07-13,3,Ninewa
2013-07-14,6,Ninewa
2013-07-15,4,Ninewa
2013-07-16,4,Ninewa
2013-07-17,11,Ninewa
2013-07-18,4,Ninewa
2013-07-19,3,Ninewa
2013-07-20,4,Ninewa
2013-07-22,11,Ninewa
2013-07-23,5,Ninewa
2013-07-24,3,Ninewa
2013-07-25,6,Ninewa
2013-07-26,2,Ninewa
2013-07-27,2,Ninewa
2013-07-28,1,Ninewa
2013-07-30,9,Ninewa
2013-07-31,3,Ninewa
2013-08-01,8,Ninewa
2013-08-02,5,Ninewa
2013-08-03,3,Ninewa
2013-08-04,2,Ninewa
2013-08-05,4,Ninewa
2013-08-06,1,Ninewa
2013-08-07,1,Ninewa
2013-08-10,8,Ninewa
2013-08-11,4,Ninewa
2013-08-12,2,Ninewa
2013-08-13,3,Ninewa
2013-08-14,2,Ninewa
2013-08-15,2,Ninewa
2013-08-16,3,Ninewa
2013-08-17,6,Ninewa
2013-08-18,7,Ninewa
2013-08-19,9,Ninewa
2013-08-20,5,Ninewa
2013-08-21,8,Ninewa
2013-08-22,7,Ninewa
2013-08-23,4,Ninewa
2013-08-25,6,Ninewa
2013-08-26,7,Ninewa
2013-08-27,4,Ninewa
2013-08-28,7,Ninewa
2013-08-29,9,Ninewa
2013-08-30,3,Ninewa
2013-08-31,3,Ninewa
2013-09-01,2,Ninewa
2013-09-02,1,Ninewa
2013-09-03,2,Ninewa
2013-09-04,7,Ninewa
2013-09-06,1,Ninewa
2013-09-07,2,Ninewa
2013-09-08,2,Ninewa
2013-09-09,8,Ninewa
2013-09-10,7,Ninewa
2013-09-11,12,Ninewa
2013-09-12,6,Ninewa
2013-09-13,8,Ninewa
2013-09-14,40,Ninewa
2013-09-15,3,Ninewa
2013-09-16,5,Ninewa
2013-09-18,3,Ninewa
2013-09-19,6,Ninewa
2013-09-20,2,Ninewa
2013-09-21,5,Ninewa
2013-09-22,10,Ninewa
2013-09-23,9,Ninewa
2013-09-24,5,Ninewa
2013-09-25,14,Ninewa
2013-09-26,3,Ninewa
2013-09-27,12,Ninewa
2013-09-28,3,Ninewa
2013-09-29,7,Ninewa
2013-09-30,4,Ninewa
2013-10-01,4,Ninewa
2013-10-02,8,Ninewa
2013-10-03,13,Ninewa
2013-10-05,5,Ninewa
2013-10-06,38,Ninewa
2013-10-07,6,Ninewa
2013-10-08,6,Ninewa
2013-10-09,8,Ninewa
2013-10-10,4,Ninewa
2013-10-11,4,Ninewa
2013-10-12,4,Ninewa
2013-10-13,4,Ninewa
2013-10-14,3,Ninewa
2013-10-15,5,Ninewa
2013-10-16,1,Ninewa
2013-10-17,18,Ninewa
2013-10-18,2,Ninewa
2013-10-19,3,Ninewa
2013-10-20,4,Ninewa
2013-10-21,1,Ninewa
2013-10-22,15,Ninewa
2013-10-23,10,Ninewa
2013-10-24,3,Ninewa
2013-10-25,6,Ninewa
2013-10-26,4,Ninewa
2013-10-27,17,Ninewa
2013-10-28,3,Ninewa
2013-10-29,15,Ninewa
2013-10-30,5,Ninewa
2013-10-31,6,Ninewa
2013-11-01,10,Ninewa
2013-11-02,2,Ninewa
2013-11-03,2,Ninewa
2013-11-04,9,Ninewa
2013-11-05,6,Ninewa
2013-11-06,3,Ninewa
2013-11-07,8,Ninewa
2013-11-08,11,Ninewa
2013-11-10,10,Ninewa
2013-11-11,3,Ninewa
2013-11-12,5,Ninewa
2013-11-13,6,Ninewa
2013-11-14,3,Ninewa
2013-11-15,1,Ninewa
2013-11-16,2,Ninewa
2013-11-17,3,Ninewa
2013-11-18,3,Ninewa
2013-11-19,3,Ninewa
2013-11-20,1,Ninewa
2013-11-21,7,Ninewa
2013-11-22,3,Ninewa
2013-11-23,8,Ninewa
2013-11-24,7,Ninewa
2013-11-25,7,Ninewa
2013-11-26,4,Ninewa
2013-11-27,8,Ninewa
2013-11-28,4,Ninewa
2013-11-29,3,Ninewa
2013-11-30,7,Ninewa
2013-12-01,1,Ninewa
2013-12-02,5,Ninewa
2013-12-03,6,Ninewa
2013-12-04,2,Ninewa
2013-12-05,9,Ninewa
2013-12-07,3,Ninewa
2013-12-08,4,Ninewa
2013-12-09,3,Ninewa
2013-12-10,8,Ninewa
2013-12-11,4,Ninewa
2013-12-12,2,Ninewa
2013-12-14,2,Ninewa
2013-12-15,3,Ninewa
2013-12-16,13,Ninewa
2013-12-17,1,Ninewa
2013-12-18,3,Ninewa
2013-12-19,7,Ninewa
2013-12-20,8,Ninewa
2013-12-21,2,Ninewa
2013-12-22,4,Ninewa
2013-12-23,3,Ninewa
2013-12-24,9,Ninewa
2013-12-25,4,Ninewa
2013-12-26,3,Ninewa
2013-12-27,7,Ninewa
2013-12-28,6,Ninewa
2013-12-29,6,Ninewa
2013-12-30,7,Ninewa
2013-12-31,2,Ninewa
2014-01-01,7,Ninewa
2014-01-02,4,Ninewa
2014-01-03,1,Ninewa
2014-01-04,4,Ninewa
2014-01-05,6,Ninewa
2014-01-06,4,Ninewa
2014-01-07,2,Ninewa
2014-01-08,2,Ninewa
2014-01-09,9,Ninewa
2014-01-10,1,Ninewa
2014-01-11,2,Ninewa
2014-01-12,3,Ninewa
2014-01-13,1,Ninewa
2014-01-14,11,Ninewa
2014-01-15,3,Ninewa
2014-01-17,1,Ninewa
2014-01-18,1,Ninewa
2014-01-19,2,Ninewa
2014-01-20,8,Ninewa
2014-01-21,8,Ninewa
2014-01-22,6,Ninewa
2014-01-23,6,Ninewa
2014-01-24,3,Ninewa
2014-01-25,8,Ninewa
2014-01-26,4,Ninewa
2014-01-27,3,Ninewa
2014-01-29,2,Ninewa
2014-01-30,2,Ninewa
2014-02-01,4,Ninewa
2014-02-02,2,Ninewa
2014-02-03,4,Ninewa
2014-02-04,2,Ninewa
2014-02-05,11,Ninewa
2014-02-06,7,Ninewa
2014-02-08,1,Ninewa
2014-02-09,3,Ninewa
2014-02-10,3,Ninewa
2014-02-11,4,Ninewa
2014-02-12,3,Ninewa
2014-02-13,3,Ninewa
2014-02-14,1,Ninewa
2014-02-15,3,Ninewa
2014-02-16,2,Ninewa
2014-02-17,4,Ninewa
2014-02-18,7,Ninewa
2014-02-19,6,Ninewa
2014-02-20,1,Ninewa
2014-02-21,1,Ninewa
2014-02-23,33,Ninewa
2014-02-24,4,Ninewa
2014-02-25,3,Ninewa
2014-02-26,5,Ninewa
2014-02-28,1,Ninewa
2014-03-01,2,Ninewa
2014-03-02,4,Ninewa
2014-03-03,2,Ninewa
2014-03-04,3,Ninewa
2014-03-06,4,Ninewa
2014-03-08,3,Ninewa
2014-03-09,1,Ninewa
2014-03-10,3,Ninewa
2014-03-11,2,Ninewa
2014-03-12,2,Ninewa
2014-03-13,1,Ninewa
2014-03-15,1,Ninewa
2014-03-16,6,Ninewa
2014-03-17,6,Ninewa
2014-03-18,3,Ninewa
2014-03-19,5,Ninewa
2014-03-20,8,Ninewa
2014-03-21,1,Ninewa
2014-03-22,3,Ninewa
2014-03-23,7,Ninewa
2014-03-24,12,Ninewa
2014-03-25,6,Ninewa
2014-03-26,5,Ninewa
2014-03-27,4,Ninewa
2014-03-29,4,Ninewa
2014-03-30,2,Ninewa
2014-03-31,1,Ninewa
2014-04-01,7,Ninewa
2014-04-02,8,Ninewa
2014-04-03,3,Ninewa
2014-04-04,5,Ninewa
2014-04-05,1,Ninewa
2014-04-06,7,Ninewa
2014-04-07,6,Ninewa
2014-04-08,9,Ninewa
2014-04-09,3,Ninewa
2014-04-10,9,Ninewa
2014-04-11,2,Ninewa
2014-04-12,4,Ninewa
2014-04-13,10,Ninewa
2014-04-14,2,Ninewa
2014-04-15,2,Ninewa
2014-04-16,3,Ninewa
2014-04-17,3,Ninewa
2014-04-18,1,Ninewa
2014-04-19,7,Ninewa
2014-04-20,5,Ninewa
2014-04-21,6,Ninewa
2014-04-22,2,Ninewa
2014-04-23,12,Ninewa
2014-04-24,4,Ninewa
2014-04-26,6,Ninewa
2014-04-27,4,Ninewa
2014-04-29,2,Ninewa
2014-05-02,2,Ninewa
2014-05-03,2,Ninewa
2014-05-04,3,Ninewa
2014-05-06,2,Ninewa
2014-05-07,6,Ninewa
2014-05-08,1,Ninewa
2014-05-09,8,Ninewa
2014-05-10,26,Ninewa
2014-05-11,13,Ninewa
2014-05-12,2,Ninewa
2014-05-13,4,Ninewa
2014-05-14,2,Ninewa
2014-05-15,5,Ninewa
2014-05-16,5,Ninewa
2014-05-17,2,Ninewa
2014-05-18,4,Ninewa
2014-05-19,1,Ninewa
2014-05-20,5,Ninewa
2014-05-21,4,Ninewa
2014-05-22,2,Ninewa
2014-05-23,4,Ninewa
2014-05-24,5,Ninewa
2014-05-25,4,Ninewa
2014-05-26,3,Ninewa
2014-05-27,4,Ninewa
2014-05-28,17,Ninewa
2014-05-29,11,Ninewa
2014-05-30,2,Ninewa
2014-05-31,7,Ninewa
2014-06-01,101,Ninewa
2014-06-02,5,Ninewa
2014-06-03,2,Ninewa
2014-06-04,3,Ninewa
2014-06-05,7,Ninewa
2014-06-06,104,Ninewa
2014-06-07,5,Ninewa
2014-06-08,8,Ninewa
2014-06-09,24,Ninewa
2014-06-10,723,Ninewa
2014-06-11,17,Ninewa
2014-06-14,12,Ninewa
2014-06-15,60,Ninewa
2014-06-19,5,Ninewa
2014-06-22,5,Ninewa
2014-06-24,5,Ninewa
2014-06-25,6,Ninewa
2014-06-26,55,Ninewa
2014-06-27,1,Ninewa
2014-06-28,7,Ninewa
2014-06-29,1,Ninewa
2014-06-30,7,Ninewa
2014-07-02,1,Ninewa
2014-07-03,11,Ninewa
2014-07-04,2,Ninewa
2014-07-05,3,Ninewa
2014-07-06,7,Ninewa
2014-07-08,7,Ninewa
2014-07-09,7,Ninewa
2014-07-12,6,Ninewa
2014-07-13,13,Ninewa
2014-07-14,1,Ninewa
2014-07-15,1,Ninewa
2014-07-16,2,Ninewa
2014-07-17,1,Ninewa
2014-07-19,28,Ninewa
2014-07-21,1,Ninewa
2014-07-22,11,Ninewa
2014-07-24,5,Ninewa
2014-07-25,4,Ninewa
2014-07-26,1,Ninewa
2014-07-28,2,Ninewa
2014-07-29,1,Ninewa
2014-08-01,391,Ninewa
2014-08-02,76,Ninewa
2014-08-03,219,Ninewa
2014-08-04,72,Ninewa
2014-08-09,1,Ninewa
2014-08-13,1,Ninewa
2014-08-15,3,Ninewa
2014-08-16,2,Ninewa
2014-08-18,5,Ninewa
2014-08-19,6,Ninewa
2014-08-21,1,Ninewa
2014-08-23,5,Ninewa
2014-08-24,18,Ninewa
2014-08-25,6,Ninewa
2014-08-26,6,Ninewa
2014-08-27,7,Ninewa
2014-08-29,5,Ninewa
2014-09-01,40,Ninewa
2014-09-02,7,Ninewa
2014-09-03,74,Ninewa
2014-09-04,7,Ninewa
2014-09-05,17,Ninewa
2014-09-06,3,Ninewa
2014-09-08,2,Ninewa
2014-09-09,27,Ninewa
2014-09-10,48,Ninewa
2014-09-12,10,Ninewa
2014-09-13,2,Ninewa
2014-09-14,1,Ninewa
2014-09-15,3,Ninewa
2014-09-16,1,Ninewa
2014-09-17,1,Ninewa
2014-09-21,8,Ninewa
2014-09-22,1,Ninewa
2014-09-23,1,Ninewa
2014-09-26,4,Ninewa
2014-09-28,4,Ninewa
2014-10-01,1,Ninewa
2014-10-05,14,Ninewa
2014-10-06,12,Ninewa
2014-10-07,29,Ninewa
2014-10-08,8,Ninewa
2014-10-10,1,Ninewa
2014-10-13,7,Ninewa
2014-10-14,6,Ninewa
2014-10-16,3,Ninewa
2014-10-17,5,Ninewa
2014-10-20,4,Ninewa
2014-10-23,1,Ninewa
2014-10-24,20,Ninewa
2014-10-25,5,Ninewa
2014-10-26,10,Ninewa
2014-10-27,2,Ninewa
2014-10-28,1,Ninewa
2014-10-30,2,Ninewa
2014-11-04,7,Ninewa
2014-11-06,2,Ninewa
2014-11-07,3,Ninewa
2014-11-10,5,Ninewa
2014-11-12,15,Ninewa
2014-11-16,1,Ninewa
2014-11-17,22,Ninewa
2014-11-18,4,Ninewa
2014-11-20,9,Ninewa
2014-11-21,7,Ninewa
2014-11-24,3,Ninewa
2014-11-25,12,Ninewa
2014-11-30,3,Ninewa
2014-12-01,5,Ninewa
2014-12-03,4,Ninewa
2014-12-06,4,Ninewa
2014-12-12,2,Ninewa
2014-12-14,5,Ninewa
2014-12-15,4,Ninewa
2014-12-16,2,Ninewa
2014-12-18,20,Ninewa
2014-12-20,5,Ninewa
2014-12-21,45,Ninewa
2014-12-25,1,Ninewa
2014-12-28,7,Ninewa
2014-12-29,4,Ninewa
2014-12-31,2,Ninewa
2015-01-03,7,Ninewa
2015-01-04,3,Ninewa
2015-01-05,3,Ninewa
2015-01-06,32,Ninewa
2015-01-07,12,Ninewa
2015-01-08,1,Ninewa
2015-01-09,3,Ninewa
2015-01-11,2,Ninewa
2015-01-12,18,Ninewa
2015-01-14,3,Ninewa
2015-01-15,7,Ninewa
2015-01-16,5,Ninewa
2015-01-18,1,Ninewa
2015-01-21,27,Ninewa
2015-01-22,36,Ninewa
2015-01-23,63,Ninewa
2015-01-24,6,Ninewa
2015-01-25,22,Ninewa
2015-01-26,8,Ninewa
2015-01-27,10,Ninewa
2015-01-28,9,Ninewa
2015-01-29,12,Ninewa
2015-02-01,5,Ninewa
2015-02-02,1,Ninewa
2015-02-04,1,Ninewa
2015-02-05,1,Ninewa
2015-02-06,20,Ninewa
2015-02-08,21,Ninewa
2015-02-09,10,Ninewa
2015-02-10,24,Ninewa
2015-02-13,4,Ninewa
2015-02-14,4,Ninewa
2015-02-17,9,Ninewa
2015-02-19,5,Ninewa
2015-02-21,2,Ninewa
2015-02-23,3,Ninewa
2015-02-24,14,Ninewa
2015-02-27,5,Ninewa
2015-02-28,36,Ninewa
2015-03-01,1,Ninewa
2015-03-03,2,Ninewa
2015-03-05,18,Ninewa
2015-03-07,1,Ninewa
2015-03-08,3,Ninewa
2015-03-09,12,Ninewa
2015-03-13,18,Ninewa
2015-03-14,11,Ninewa
2015-03-15,1,Ninewa
2015-03-16,5,Ninewa
2015-03-18,8,Ninewa
2015-03-19,6,Ninewa
2015-03-21,5,Ninewa
2015-03-22,9,Ninewa
2015-03-23,3,Ninewa
2015-03-24,3,Ninewa
2015-03-27,2,Ninewa
2015-03-28,1,Ninewa
2015-03-30,5,Ninewa
2015-03-31,2,Ninewa
2015-04-02,1,Ninewa
2015-04-04,6,Ninewa
2015-04-07,15,Ninewa
2015-04-08,67,Ninewa
2015-04-15,4,Ninewa
2015-04-16,60,Ninewa
2015-04-20,48,Ninewa
2015-04-21,48,Ninewa
2015-04-22,48,Ninewa
2015-04-23,2,Ninewa
2015-04-24,1,Ninewa
2015-04-26,9,Ninewa
2015-04-27,2,Ninewa
2015-04-30,4,Ninewa
2015-05-01,20,Ninewa
2015-05-04,2,Ninewa
2015-05-05,65,Ninewa
2015-05-07,1,Ninewa
2015-05-08,3,Ninewa
2015-05-09,1,Ninewa
2015-05-11,2,Ninewa
2015-05-12,1,Ninewa
2015-05-13,20,Ninewa
2015-05-14,45,Ninewa
2015-05-15,2,Ninewa
2015-05-17,6,Ninewa
2015-05-18,1,Ninewa
2015-05-20,2,Ninewa
2015-05-21,30,Ninewa
2015-05-23,2,Ninewa
