gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff
Ninewa,2016-07-22,97.63684210526317,0.0,152,101286,47687,80,7380.0,123.0,96.79431818181818,0.0,26.0,63626.0,29284.0,5066.0,29.0,37660.0,18403.0,54.0,2314.0
Qadissiya,2016-07-22,101.59342105263157,0.0,0,6002,1730,0,75.0,0.0,101.77045454545454,0.0,0.0,32783.0,2119.0,143.0,0.0,-26781.0,-389.0,0.0,-68.0
Salahal Din,2016-07-22,103.40526315789472,0.0,51,46328,23745,35,2207.0,17.0,103.712987012987,0.0,7.0,49653.0,19056.0,920.0,34.0,-3325.0,4689.0,28.0,1287.0
Wassit,2016-07-22,101.32315789473684,0.0,1,17185,5820,0,682.0,0.0,101.02909090909093,0.0,0.0,11937.0,4902.0,232.0,1.0,5248.0,918.0,0.0,450.0
Anbar,2016-08-03,102.78928571428571,0.0,56,23100,12810,13,1693.0,18.0,102.35789473684211,0.0,61.0,47691.0,28204.0,3845.0,38.0,-24591.0,-15394.0,-48.0,-2152.0
Babylon,2016-08-03,98.52291666666666,0.0,0,11662,4177,1,214.0,0.0,98.4592105263158,0.0,0.0,75172.0,18761.0,1101.0,0.0,-63510.0,-14584.0,1.0,-887.0
Baghdad,2016-08-03,99.9212962962963,0.0,139,53651,21424,84,4866.0,592.0,100.78654970760235,0.0,320.0,203001.0,69753.0,5113.0,-453.0,-149350.0,-48329.0,-236.0,-247.0
Basrah,2016-08-03,102.58452380952383,0.0,0,8048,2718,0,572.0,1.0,102.3436090225564,0.0,5.0,26140.0,7384.0,1687.0,-1.0,-18092.0,-4666.0,-5.0,-1115.0
Thi Qar,2016-08-03,103.59166666666665,0.0,0,0,0,0,0.0,0.0,102.43368421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyala,2016-08-03,104.59166666666665,0.0,28,31064,5271,8,2041.0,25.0,104.06842105263156,0.0,4.0,94089.0,15187.0,7000.0,3.0,-63025.0,-9916.0,4.0,-4959.0
Dahuk,2016-08-03,96.35416666666667,0.0,0,2055,4613,0,176.0,0.0,97.79868421052633,0.0,1.0,6923.0,1818.0,309.0,0.0,-4868.0,2795.0,-1.0,-133.0
Erbil,2016-08-03,93.36527777777779,0.0,0,14210,8176,4,1170.0,3.0,94.83859649122807,0.0,6.0,30811.0,12391.0,897.0,-3.0,-16601.0,-4215.0,-2.0,273.0
Sulaymaniyah,2016-08-03,93.48166666666668,0.0,0,9845,6964,1,2546.0,0.0,94.89368421052629,0.0,0.0,21972.0,7133.0,8527.0,0.0,-12127.0,-169.0,1.0,-5981.0
Kerbala,2016-08-03,102.85833333333333,0.0,0,13808,3741,0,32.0,0.0,102.39999999999998,0.0,0.0,16005.0,3337.0,131.0,0.0,-2197.0,404.0,0.0,-99.0
Kirkuk,2016-08-03,99.72291666666666,0.0,18,7509,2808,28,234.0,48.0,100.85,0.0,4.0,14908.0,6301.0,393.0,-30.0,-7399.0,-3493.0,24.0,-159.0
Missan,2016-08-03,103.25972222222221,0.0,0,8612,1546,0,366.0,2.0,102.65263157894736,0.0,0.0,25469.0,6325.0,639.0,-2.0,-16857.0,-4779.0,0.0,-273.0
Muthanna,2016-08-03,102.68333333333334,0.0,0,12668,5505,0,233.0,0.0,101.50526315789473,0.0,0.0,28308.0,8188.0,543.0,0.0,-15640.0,-2683.0,0.0,-310.0
Najaf,2016-08-03,102.48333333333333,0.0,0,3258,2048,0,82.0,0.0,102.87368421052632,0.0,1.0,8888.0,3713.0,571.0,0.0,-5630.0,-1665.0,-1.0,-489.0
Ninewa,2016-08-03,96.14270833333335,0.0,160,55859,38413,30,4578.0,152.0,97.63684210526317,0.0,80.0,101286.0,47687.0,7380.0,8.0,-45427.0,-9274.0,-50.0,-2802.0
Qadissiya,2016-08-03,102.19583333333333,0.0,0,3486,1064,0,284.0,0.0,101.59342105263157,0.0,0.0,6002.0,1730.0,75.0,0.0,-2516.0,-666.0,0.0,209.0
Salahal Din,2016-08-03,103.20952380952382,0.0,18,29142,13974,7,1186.0,51.0,103.40526315789472,0.0,35.0,46328.0,23745.0,2207.0,-33.0,-17186.0,-9771.0,-28.0,-1021.0
Wassit,2016-08-03,101.955,0.0,0,6409,2253,0,185.0,1.0,101.32315789473684,0.0,0.0,17185.0,5820.0,682.0,-1.0,-10776.0,-3567.0,0.0,-497.0
Anbar,2016-08-17,103.02755102040815,0.0,19,18480,14668,15,2481.0,56.0,102.78928571428571,0.0,13.0,23100.0,12810.0,1693.0,-37.0,-4620.0,1858.0,2.0,788.0
Babylon,2016-08-17,98.49285714285715,0.0,1,14765,2862,0,668.0,0.0,98.52291666666666,0.0,1.0,11662.0,4177.0,214.0,1.0,3103.0,-1315.0,-1.0,454.0
Baghdad,2016-08-17,100.22460317460319,0.0,127,41960,19641,64,2302.0,139.0,99.9212962962963,0.0,84.0,53651.0,21424.0,4866.0,-12.0,-11691.0,-1783.0,-20.0,-2564.0
Basrah,2016-08-17,102.73367346938775,0.0,1,9176,3638,2,668.0,0.0,102.58452380952383,0.0,0.0,8048.0,2718.0,572.0,1.0,1128.0,920.0,2.0,96.0
Thi Qar,2016-08-17,103.98571428571428,0.0,0,0,0,0,0.0,0.0,103.59166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyala,2016-08-17,104.9095238095238,0.0,21,34458,8337,1,1120.0,28.0,104.59166666666665,0.0,8.0,31064.0,5271.0,2041.0,-7.0,3394.0,3066.0,-7.0,-921.0
Dahuk,2016-08-17,98.19107142857145,0.0,0,2762,1307,0,88.0,0.0,96.35416666666667,0.0,0.0,2055.0,4613.0,176.0,0.0,707.0,-3306.0,0.0,-88.0
Erbil,2016-08-17,94.37738095238096,0.0,1,25024,33404,3,2789.0,0.0,93.36527777777779,0.0,4.0,14210.0,8176.0,1170.0,1.0,10814.0,25228.0,-1.0,1619.0
Sulaymaniyah,2016-08-17,95.17999999999999,0.0,0,13695,4120,1,2464.0,0.0,93.48166666666668,0.0,1.0,9845.0,6964.0,2546.0,0.0,3850.0,-2844.0,0.0,-82.0
Kerbala,2016-08-17,103.4357142857143,0.0,0,10539,3310,1,43.0,0.0,102.85833333333333,0.0,0.0,13808.0,3741.0,32.0,0.0,-3269.0,-431.0,1.0,11.0
Kirkuk,2016-08-17,99.98928571428573,0.0,175,5920,3863,15,592.0,18.0,99.72291666666666,0.0,28.0,7509.0,2808.0,234.0,157.0,-1589.0,1055.0,-13.0,358.0
Missan,2016-08-17,104.4797619047619,0.0,0,7619,1770,0,274.0,0.0,103.25972222222221,0.0,0.0,8612.0,1546.0,366.0,0.0,-993.0,224.0,0.0,-92.0
Muthanna,2016-08-17,102.27142857142857,0.0,2,11557,5958,0,691.0,0.0,102.68333333333334,0.0,0.0,12668.0,5505.0,233.0,2.0,-1111.0,453.0,0.0,458.0
Najaf,2016-08-17,103.29285714285713,0.0,0,5617,1987,0,233.0,0.0,102.48333333333333,0.0,0.0,3258.0,2048.0,82.0,0.0,2359.0,-61.0,0.0,151.0
Ninewa,2016-08-17,97.74017857142857,0.0,257,47989,26135,68,3855.0,160.0,96.14270833333335,0.0,30.0,55859.0,38413.0,4578.0,97.0,-7870.0,-12278.0,38.0,-723.0
Qadissiya,2016-08-17,101.72321428571429,0.0,0,4123,1912,0,170.0,0.0,102.19583333333333,0.0,0.0,3486.0,1064.0,284.0,0.0,637.0,848.0,0.0,-114.0
Salahal Din,2016-08-17,103.1642857142857,0.0,18,15192,6685,0,697.0,18.0,103.20952380952382,0.0,7.0,29142.0,13974.0,1186.0,0.0,-13950.0,-7289.0,-7.0,-489.0
Wassit,2016-08-17,103.03142857142856,0.0,0,10207,1626,0,323.0,0.0,101.955,0.0,0.0,6409.0,2253.0,185.0,0.0,3798.0,-627.0,0.0,138.0
Anbar,2016-09-01,103.8552380952381,0.0,26,19007,13545,29,1347.0,19.0,103.02755102040815,0.0,15.0,18480.0,14668.0,2481.0,7.0,527.0,-1123.0,14.0,-1134.0
Babylon,2016-09-01,96.58000000000001,0.0,1,13886,3207,0,321.0,1.0,98.49285714285715,0.0,0.0,14765.0,2862.0,668.0,0.0,-879.0,345.0,0.0,-347.0
Baghdad,2016-09-01,99.08074074074075,0.0,182,58943,26816,131,2577.0,127.0,100.22460317460319,0.0,64.0,41960.0,19641.0,2302.0,55.0,16983.0,7175.0,67.0,275.0
Basrah,2016-09-01,101.00380952380951,0.0,1,12314,2960,4,290.0,1.0,102.73367346938775,0.0,2.0,9176.0,3638.0,668.0,0.0,3138.0,-678.0,2.0,-378.0
Thi Qar,2016-09-01,102.40133333333333,0.0,0,0,0,1,0.0,0.0,103.98571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Diyala,2016-09-01,104.44999999999999,0.0,10,28411,6938,0,1259.0,21.0,104.9095238095238,0.0,1.0,34458.0,8337.0,1120.0,-11.0,-6047.0,-1399.0,-1.0,139.0
Dahuk,2016-09-01,98.06833333333334,0.0,0,2749,2758,1,101.0,0.0,98.19107142857145,0.0,0.0,2762.0,1307.0,88.0,0.0,-13.0,1451.0,1.0,13.0
Erbil,2016-09-01,93.94444444444444,0.0,0,17910,5057,47,455.0,1.0,94.37738095238096,0.0,3.0,25024.0,33404.0,2789.0,-1.0,-7114.0,-28347.0,44.0,-2334.0
Sulaymaniyah,2016-09-01,95.13000000000001,0.0,0,13050,3403,0,2050.0,0.0,95.17999999999999,0.0,1.0,13695.0,4120.0,2464.0,0.0,-645.0,-717.0,-1.0,-414.0
Kerbala,2016-09-01,102.24000000000001,0.0,18,16674,6357,18,401.0,0.0,103.4357142857143,0.0,1.0,10539.0,3310.0,43.0,18.0,6135.0,3047.0,17.0,358.0
Kirkuk,2016-09-01,101.24166666666665,0.0,87,10284,2194,5,690.0,175.0,99.98928571428573,0.0,15.0,5920.0,3863.0,592.0,-88.0,4364.0,-1669.0,-10.0,98.0
Missan,2016-09-01,100.73111111111112,0.0,0,8848,1794,0,340.0,0.0,104.4797619047619,0.0,0.0,7619.0,1770.0,274.0,0.0,1229.0,24.0,0.0,66.0
Muthanna,2016-09-01,101.98666666666666,0.0,3,13631,8148,0,740.0,2.0,102.27142857142857,0.0,0.0,11557.0,5958.0,691.0,1.0,2074.0,2190.0,0.0,49.0
Najaf,2016-09-01,102.44000000000001,0.0,0,3965,1954,0,110.0,0.0,103.29285714285713,0.0,0.0,5617.0,1987.0,233.0,0.0,-1652.0,-33.0,0.0,-123.0
Ninewa,2016-09-01,97.82333333333332,0.0,303,56799,29348,70,4557.0,257.0,97.74017857142857,0.0,68.0,47989.0,26135.0,3855.0,46.0,8810.0,3213.0,2.0,702.0
Qadissiya,2016-09-01,101.18,0.0,0,3067,1689,0,117.0,0.0,101.72321428571429,0.0,0.0,4123.0,1912.0,170.0,0.0,-1056.0,-223.0,0.0,-53.0
Salahal Din,2016-09-01,104.2647619047619,0.0,20,13105,7966,6,715.0,18.0,103.1642857142857,0.0,0.0,15192.0,6685.0,697.0,2.0,-2087.0,1281.0,6.0,18.0
Wassit,2016-09-01,100.51866666666665,0.0,0,7542,2981,0,235.0,0.0,103.03142857142856,0.0,0.0,10207.0,1626.0,323.0,0.0,-2665.0,1355.0,0.0,-88.0
Anbar,2016-09-15,95.42755102040817,0.0,4,14759,7945,15,1719.0,26.0,103.8552380952381,0.0,29.0,19007.0,13545.0,1347.0,-22.0,-4248.0,-5600.0,-14.0,372.0
Babylon,2016-09-15,91.37857142857142,0.0,0,24483,8496,0,1237.0,1.0,96.58000000000001,0.0,0.0,13886.0,3207.0,321.0,-1.0,10597.0,5289.0,0.0,916.0
Baghdad,2016-09-15,93.37460317460318,0.0,206,62480,22360,65,3829.0,182.0,99.08074074074075,0.0,131.0,58943.0,26816.0,2577.0,24.0,3537.0,-4456.0,-66.0,1252.0
Basrah,2016-09-15,96.7530612244898,0.0,3,9540,2155,0,524.0,1.0,101.00380952380951,0.0,4.0,12314.0,2960.0,290.0,2.0,-2774.0,-805.0,-4.0,234.0
Thi Qar,2016-09-15,97.47,0.0,0,0,0,1,0.0,0.0,102.40133333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyala,2016-09-15,97.44761904761909,0.0,9,24792,6918,0,1581.0,10.0,104.44999999999999,0.0,0.0,28411.0,6938.0,1259.0,-1.0,-3619.0,-20.0,0.0,322.0
Dahuk,2016-09-15,89.6857142857143,0.0,0,3383,1114,0,91.0,0.0,98.06833333333334,0.0,1.0,2749.0,2758.0,101.0,0.0,634.0,-1644.0,-1.0,-10.0
Erbil,2016-09-15,86.28214285714284,0.0,0,16880,5715,8,365.0,0.0,93.94444444444444,0.0,47.0,17910.0,5057.0,455.0,0.0,-1030.0,658.0,-39.0,-90.0
Sulaymaniyah,2016-09-15,86.76785714285714,0.0,1,7339,2129,0,1820.0,0.0,95.13000000000001,0.0,0.0,13050.0,3403.0,2050.0,1.0,-5711.0,-1274.0,0.0,-230.0
Kerbala,2016-09-15,96.0142857142857,0.0,0,38880,6812,1,100.0,18.0,102.24000000000001,0.0,18.0,16674.0,6357.0,401.0,-18.0,22206.0,455.0,-17.0,-301.0
Kirkuk,2016-09-15,93.73214285714286,0.0,32,9279,3255,2,118.0,87.0,101.24166666666665,0.0,5.0,10284.0,2194.0,690.0,-55.0,-1005.0,1061.0,-3.0,-572.0
Missan,2016-09-15,96.58214285714287,0.0,0,6537,2057,0,278.0,0.0,100.73111111111112,0.0,0.0,8848.0,1794.0,340.0,0.0,-2311.0,263.0,0.0,-62.0
Muthanna,2016-09-15,95.12142857142855,0.0,0,11328,4198,0,286.0,3.0,101.98666666666666,0.0,0.0,13631.0,8148.0,740.0,-3.0,-2303.0,-3950.0,0.0,-454.0
Najaf,2016-09-15,96.73571428571428,0.0,0,6008,3287,2,223.0,0.0,102.44000000000001,0.0,0.0,3965.0,1954.0,110.0,0.0,2043.0,1333.0,2.0,113.0
Ninewa,2016-09-15,89.49732142857142,0.0,97,37162,15761,33,4136.0,303.0,97.82333333333332,0.0,70.0,56799.0,29348.0,4557.0,-206.0,-19637.0,-13587.0,-37.0,-421.0
Qadissiya,2016-09-15,95.53035714285714,0.0,0,6412,690,0,119.0,0.0,101.18,0.0,0.0,3067.0,1689.0,117.0,0.0,3345.0,-999.0,0.0,2.0
Salahal Din,2016-09-15,96.4326530612245,0.0,52,11338,9927,7,313.0,20.0,104.2647619047619,0.0,6.0,13105.0,7966.0,715.0,32.0,-1767.0,1961.0,1.0,-402.0
Wassit,2016-09-15,95.28857142857144,0.0,2,18535,2467,0,601.0,0.0,100.51866666666665,0.0,0.0,7542.0,2981.0,235.0,2.0,10993.0,-514.0,0.0,366.0
Anbar,2016-09-28,88.73186813186814,0.0,22,20205,6693,25,1197.0,4.0,95.42755102040817,0.0,15.0,14759.0,7945.0,1719.0,18.0,5446.0,-1252.0,10.0,-522.0
Babylon,2016-09-28,86.15769230769232,0.0,0,12264,4345,0,304.0,0.0,91.37857142857142,0.0,0.0,24483.0,8496.0,1237.0,0.0,-12219.0,-4151.0,0.0,-933.0
Baghdad,2016-09-28,86.35555555555554,0.0,155,45112,14911,78,4580.0,206.0,93.37460317460318,0.0,65.0,62480.0,22360.0,3829.0,-51.0,-17368.0,-7449.0,13.0,751.0
Basrah,2016-09-28,91.66373626373624,0.0,1,11194,3691,2,948.0,3.0,96.7530612244898,0.0,0.0,9540.0,2155.0,524.0,-2.0,1654.0,1536.0,2.0,424.0
Thi Qar,2016-09-28,91.59846153846154,0.0,3,0,0,0,0.0,0.0,97.47,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0
Diyala,2016-09-28,90.50256410256408,0.0,14,27844,7278,0,1178.0,9.0,97.44761904761909,0.0,0.0,24792.0,6918.0,1581.0,5.0,3052.0,360.0,0.0,-403.0
Dahuk,2016-09-28,81.3826923076923,0.0,0,3394,1154,0,103.0,0.0,89.6857142857143,0.0,0.0,3383.0,1114.0,91.0,0.0,11.0,40.0,0.0,12.0
Erbil,2016-09-28,78.44615384615385,0.0,0,20187,5698,16,909.0,0.0,86.28214285714284,0.0,8.0,16880.0,5715.0,365.0,0.0,3307.0,-17.0,8.0,544.0
Sulaymaniyah,2016-09-28,78.93999999999998,0.07576923076923077,0,8775,3463,1,1965.0,1.0,86.76785714285714,0.0,0.0,7339.0,2129.0,1820.0,-1.0,1436.0,1334.0,1.0,145.0
Kerbala,2016-09-28,90.06923076923076,0.0,0,33684,6246,0,126.0,0.0,96.0142857142857,0.0,1.0,38880.0,6812.0,100.0,0.0,-5196.0,-566.0,-1.0,26.0
Kirkuk,2016-09-28,85.29807692307692,0.0,14,6159,2460,1,281.0,32.0,93.73214285714286,0.0,2.0,9279.0,3255.0,118.0,-18.0,-3120.0,-795.0,-1.0,163.0
Missan,2016-09-28,90.88076923076925,0.0,0,8463,1232,0,404.0,0.0,96.58214285714287,0.0,0.0,6537.0,2057.0,278.0,0.0,1926.0,-825.0,0.0,126.0
Muthanna,2016-09-28,90.46923076923078,0.0,1,11159,6188,0,569.0,0.0,95.12142857142855,0.0,0.0,11328.0,4198.0,286.0,1.0,-169.0,1990.0,0.0,283.0
Najaf,2016-09-28,89.76153846153846,0.0,0,5848,2361,0,226.0,0.0,96.73571428571428,0.0,2.0,6008.0,3287.0,223.0,0.0,-160.0,-926.0,-2.0,3.0
Ninewa,2016-09-28,81.34326923076924,0.0,192,56828,26253,65,5418.0,97.0,89.49732142857142,0.0,33.0,37162.0,15761.0,4136.0,95.0,19666.0,10492.0,32.0,1282.0
Qadissiya,2016-09-28,89.55961538461537,0.0,0,3970,3398,0,467.0,0.0,95.53035714285714,0.0,0.0,6412.0,690.0,119.0,0.0,-2442.0,2708.0,0.0,348.0
Salahal Din,2016-09-28,88.94505494505493,0.0,41,42184,12369,49,1950.0,52.0,96.4326530612245,0.0,7.0,11338.0,9927.0,313.0,-11.0,30846.0,2442.0,42.0,1637.0
Wassit,2016-09-28,89.22153846153847,0.0,0,8372,2655,0,252.0,2.0,95.28857142857144,0.0,0.0,18535.0,2467.0,601.0,-2.0,-10163.0,188.0,0.0,-349.0
Anbar,2016-10-13,84.46761904761905,0.0,10,15509,6604,11,499.0,22.0,88.73186813186814,0.0,25.0,20205.0,6693.0,1197.0,-12.0,-4696.0,-89.0,-14.0,-698.0
Babylon,2016-10-13,80.44666666666666,0.0,1,9733,5368,0,333.0,0.0,86.15769230769232,0.0,0.0,12264.0,4345.0,304.0,1.0,-2531.0,1023.0,0.0,29.0
Baghdad,2016-10-13,81.39777777777776,0.0,181,47721,20639,74,3559.0,155.0,86.35555555555554,0.0,78.0,45112.0,14911.0,4580.0,26.0,2609.0,5728.0,-4.0,-1021.0
Basrah,2016-10-13,83.98285714285716,0.0,2,15606,8638,1,1640.0,1.0,91.66373626373624,0.0,2.0,11194.0,3691.0,948.0,1.0,4412.0,4947.0,-1.0,692.0
Thi Qar,2016-10-13,84.99466666666666,0.0,0,0,0,0,0.0,3.0,91.59846153846154,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
Diyala,2016-10-13,85.06666666666665,0.0,12,39785,12697,0,2051.0,14.0,90.50256410256408,0.0,0.0,27844.0,7278.0,1178.0,-2.0,11941.0,5419.0,0.0,873.0
Dahuk,2016-10-13,78.25,0.0,0,5568,1556,4,224.0,0.0,81.3826923076923,0.0,0.0,3394.0,1154.0,103.0,0.0,2174.0,402.0,4.0,121.0
Erbil,2016-10-13,75.31888888888889,0.0,1,22115,5862,15,746.0,0.0,78.44615384615385,0.0,16.0,20187.0,5698.0,909.0,1.0,1928.0,164.0,-1.0,-163.0
Sulaymaniyah,2016-10-13,75.52933333333335,0.0,0,17174,4946,0,1751.0,0.0,78.93999999999998,0.07576923076923077,1.0,8775.0,3463.0,1965.0,0.0,8399.0,1483.0,-1.0,-214.0
Kerbala,2016-10-13,82.78,0.0,0,60348,20692,6,260.0,0.0,90.06923076923076,0.0,0.0,33684.0,6246.0,126.0,0.0,26664.0,14446.0,6.0,134.0
Kirkuk,2016-10-13,82.07,0.0,99,4289,2792,7,1357.0,14.0,85.29807692307692,0.0,1.0,6159.0,2460.0,281.0,85.0,-1870.0,332.0,6.0,1076.0
Missan,2016-10-13,83.41333333333336,0.1311111111111111,0,6810,5003,0,472.0,0.0,90.88076923076925,0.0,0.0,8463.0,1232.0,404.0,0.0,-1653.0,3771.0,0.0,68.0
Muthanna,2016-10-13,83.67333333333332,0.0,0,13624,7861,0,454.0,1.0,90.46923076923078,0.0,0.0,11159.0,6188.0,569.0,-1.0,2465.0,1673.0,0.0,-115.0
Najaf,2016-10-13,84.84,0.0,0,7541,4379,0,122.0,0.0,89.76153846153846,0.0,0.0,5848.0,2361.0,226.0,0.0,1693.0,2018.0,0.0,-104.0
Ninewa,2016-10-13,78.13000000000001,0.0,154,77194,42293,196,3334.0,192.0,81.34326923076924,0.0,65.0,56828.0,26253.0,5418.0,-38.0,20366.0,16040.0,131.0,-2084.0
Qadissiya,2016-10-13,83.86999999999999,0.0,0,4695,1197,0,209.0,0.0,89.55961538461537,0.0,0.0,3970.0,3398.0,467.0,0.0,725.0,-2201.0,0.0,-258.0
Salahal Din,2016-10-13,84.66380952380952,0.0,28,14030,6225,0,1409.0,41.0,88.94505494505493,0.0,49.0,42184.0,12369.0,1950.0,-13.0,-28154.0,-6144.0,-49.0,-541.0
Wassit,2016-10-13,83.844,0.0,0,18480,2960,0,300.0,0.0,89.22153846153847,0.0,0.0,8372.0,2655.0,252.0,0.0,10108.0,305.0,0.0,48.0
Anbar,2016-10-27,81.19693877551022,0.0,7,32968,13594,16,1226.0,10.0,84.46761904761905,0.0,11.0,15509.0,6604.0,499.0,-3.0,17459.0,6990.0,5.0,727.0
Babylon,2016-10-27,78.55178571428571,0.0,0,13211,5168,0,275.0,1.0,80.44666666666666,0.0,0.0,9733.0,5368.0,333.0,-1.0,3478.0,-200.0,0.0,-58.0
Baghdad,2016-10-27,78.57380952380952,0.0,160,78518,23582,205,7572.0,181.0,81.39777777777776,0.0,74.0,47721.0,20639.0,3559.0,-21.0,30797.0,2943.0,131.0,4013.0
Basrah,2016-10-27,82.20204081632654,0.0,2,18286,5915,3,1477.0,2.0,83.98285714285716,0.0,1.0,15606.0,8638.0,1640.0,0.0,2680.0,-2723.0,2.0,-163.0
Thi Qar,2016-10-27,83.2242857142857,0.0,0,0,0,0,0.0,0.0,84.99466666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyala,2016-10-27,81.7642857142857,0.0,4,58791,17693,0,1785.0,12.0,85.06666666666665,0.0,0.0,39785.0,12697.0,2051.0,-8.0,19006.0,4996.0,0.0,-266.0
Dahuk,2016-10-27,71.96785714285714,0.0,0,8474,2166,2,262.0,0.0,78.25,0.0,4.0,5568.0,1556.0,224.0,0.0,2906.0,610.0,-2.0,38.0
Erbil,2016-10-27,70.07619047619048,0.0,0,30760,13269,46,2610.0,1.0,75.31888888888889,0.0,15.0,22115.0,5862.0,746.0,-1.0,8645.0,7407.0,31.0,1864.0
Sulaymaniyah,2016-10-27,69.74285714285715,0.003357142857142857,0,26512,8273,2,9710.0,0.0,75.52933333333335,0.0,0.0,17174.0,4946.0,1751.0,0.0,9338.0,3327.0,2.0,7959.0
Kerbala,2016-10-27,80.74285714285715,0.0,0,30267,8753,1,72.0,0.0,82.78,0.0,6.0,60348.0,20692.0,260.0,0.0,-30081.0,-11939.0,-5.0,-188.0
Kirkuk,2016-10-27,75.95000000000002,0.0010714285714285715,63,73465,43391,152,2645.0,99.0,82.07,0.0,7.0,4289.0,2792.0,1357.0,-36.0,69176.0,40599.0,145.0,1288.0
Missan,2016-10-27,81.54166666666667,0.0,1,13923,5169,0,757.0,0.0,83.41333333333336,0.1311111111111111,0.0,6810.0,5003.0,472.0,1.0,7113.0,166.0,0.0,285.0
Muthanna,2016-10-27,82.20714285714287,0.0,0,23638,11765,0,1153.0,0.0,83.67333333333332,0.0,0.0,13624.0,7861.0,454.0,0.0,10014.0,3904.0,0.0,699.0
Najaf,2016-10-27,81.80714285714285,0.0,0,10702,4696,0,90.0,0.0,84.84,0.0,0.0,7541.0,4379.0,122.0,0.0,3161.0,317.0,0.0,-32.0
Ninewa,2016-10-27,72.08660714285715,0.0,1028,754023,323829,663,41045.0,154.0,78.13000000000001,0.0,196.0,77194.0,42293.0,3334.0,874.0,676829.0,281536.0,467.0,37711.0
Qadissiya,2016-10-27,81.94642857142856,0.0,0,9194,4990,1,1253.0,0.0,83.86999999999999,0.0,0.0,4695.0,1197.0,209.0,0.0,4499.0,3793.0,1.0,1044.0
Salahal Din,2016-10-27,80.78265306122451,0.00020408163265306123,22,31619,15907,3,1308.0,28.0,84.66380952380952,0.0,0.0,14030.0,6225.0,1409.0,-6.0,17589.0,9682.0,3.0,-101.0
Wassit,2016-10-27,80.99,0.0,0,23703,9928,0,825.0,0.0,83.844,0.0,0.0,18480.0,2960.0,300.0,0.0,5223.0,6968.0,0.0,525.0
Anbar,2016-11-09,72.6087912087912,0.0,0,37075,11339,6,900.0,7.0,81.19693877551022,0.0,16.0,32968.0,13594.0,1226.0,-7.0,4107.0,-2255.0,-10.0,-326.0
Babylon,2016-11-09,70.66346153846156,0.0001923076923076923,0,11937,3788,0,157.0,0.0,78.55178571428571,0.0,0.0,13211.0,5168.0,275.0,0.0,-1274.0,-1380.0,0.0,-118.0
Baghdad,2016-11-09,70.22307692307692,0.0,134,52620,19523,67,5170.0,160.0,78.57380952380952,0.0,205.0,78518.0,23582.0,7572.0,-26.0,-25898.0,-4059.0,-138.0,-2402.0
Basrah,2016-11-09,74.26593406593405,0.0,0,29383,5381,13,1379.0,2.0,82.20204081632654,0.0,3.0,18286.0,5915.0,1477.0,-2.0,11097.0,-534.0,10.0,-98.0
Thi Qar,2016-11-09,74.18,0.0,6,0,0,0,0.0,0.0,83.2242857142857,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Diyala,2016-11-09,72.78846153846155,0.0,13,52434,11981,1,1537.0,4.0,81.7642857142857,0.0,0.0,58791.0,17693.0,1785.0,9.0,-6357.0,-5712.0,1.0,-248.0
Dahuk,2016-11-09,64.97500000000001,0.007500000000000001,0,8251,1761,1,183.0,0.0,71.96785714285714,0.0,2.0,8474.0,2166.0,262.0,0.0,-223.0,-405.0,-1.0,-79.0
Erbil,2016-11-09,62.55641025641026,0.017692307692307695,0,22832,4844,28,786.0,0.0,70.07619047619048,0.0,46.0,30760.0,13269.0,2610.0,0.0,-7928.0,-8425.0,-18.0,-1824.0
Sulaymaniyah,2016-11-09,63.30307692307691,0.009153846153846155,0,23098,7305,1,9671.0,0.0,69.74285714285715,0.003357142857142857,2.0,26512.0,8273.0,9710.0,0.0,-3414.0,-968.0,-1.0,-39.0
Kerbala,2016-11-09,72.03076923076924,0.0,2,29697,8004,0,177.0,0.0,80.74285714285715,0.0,1.0,30267.0,8753.0,72.0,2.0,-570.0,-749.0,-1.0,105.0
Kirkuk,2016-11-09,67.78653846153846,0.0001923076923076923,37,14911,6428,8,217.0,63.0,75.95000000000002,0.0010714285714285715,152.0,73465.0,43391.0,2645.0,-26.0,-58554.0,-36963.0,-144.0,-2428.0
Missan,2016-11-09,73.69102564102565,0.0,0,17230,2207,0,203.0,1.0,81.54166666666667,0.0,0.0,13923.0,5169.0,757.0,-1.0,3307.0,-2962.0,0.0,-554.0
