gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff
Najaf,2015-05-21,89.52857142857142,0.002857142857142857,1,25,5,4,3.0,0.0,82.74166666666666,0.02,2.0,24.0,0.0,2.0,1.0,1.0,5.0,2.0,1.0
Ninewa,2015-05-21,79.02232142857143,0.015714285714285715,84,988,1124,40,110.0,102.0,71.78020833333333,0.0035416666666666665,14.0,1081.0,742.0,147.0,-18.0,-93.0,382.0,26.0,-37.0
Qadissiya,2015-05-21,89.025,0.0007142857142857143,0,33,24,0,0.0,0.0,83.39999999999999,0.01,0.0,20.0,36.0,12.0,0.0,13.0,-12.0,0.0,-12.0
Salahal Din,2015-05-21,86.56836734693877,0.00489795918367347,33,532,409,62,29.0,4.0,79.91428571428571,0.012857142857142859,60.0,665.0,465.0,39.0,29.0,-133.0,-56.0,2.0,-10.0
Wassit,2015-05-21,88.81571428571428,0.007428571428571429,0,30,14,5,6.0,0.0,83.75833333333334,0.0013333333333333333,6.0,38.0,14.0,8.0,0.0,-8.0,0.0,-1.0,-2.0
Anbar,2015-06-04,92.33469387755102,0.00010204081632653062,115,2603,1663,422,102.0,415.0,85.76632653061223,0.0003061224489795919,373.0,1781.0,1419.0,73.0,-300.0,822.0,244.0,49.0,29.0
Babylon,2015-06-04,92.71607142857145,0.0,1,68,46,0,6.0,14.0,87.4232142857143,0.009285714285714286,0.0,47.0,11.0,2.0,-13.0,21.0,35.0,0.0,4.0
Baghdad,2015-06-04,92.74285714285715,0.0,149,880,623,407,86.0,155.0,86.9531746031746,0.0,340.0,884.0,626.0,84.0,-6.0,-4.0,-3.0,67.0,2.0
Basrah,2015-06-04,99.64081632653061,0.0,4,120,223,7,6.0,4.0,91.57448979591835,0.012244897959183676,8.0,189.0,227.0,10.0,0.0,-69.0,-4.0,-1.0,-4.0
Thi Qar,2015-06-04,98.20285714285713,0.0,3,0,0,0,0.0,2.0,91.34285714285716,0.0027142857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Diyala,2015-06-04,94.42261904761905,0.0,9,198,124,9,42.0,110.0,88.60119047619047,0.0,57.0,156.0,205.0,16.0,-101.0,42.0,-81.0,-48.0,26.0
Dahuk,2015-06-04,84.44464285714287,0.0017857142857142859,0,51,21,2,4.0,0.0,79.24107142857143,0.017142857142857144,3.0,42.0,11.0,0.0,0.0,9.0,10.0,-1.0,4.0
Erbil,2015-06-04,83.21071428571427,0.006666666666666667,1,337,104,34,15.0,0.0,77.5,0.01142857142857143,88.0,446.0,214.0,12.0,1.0,-109.0,-110.0,-54.0,3.0
Sulaymaniyah,2015-06-04,84.38357142857141,0.007571428571428572,0,516,83,3,83.0,1.0,76.30785714285715,0.0205,14.0,475.0,79.0,113.0,-1.0,41.0,4.0,-11.0,-30.0
Kerbala,2015-06-04,94.54999999999998,0.0,0,371,431,4,33.0,0.0,88.02142857142859,0.0,2.0,266.0,225.0,20.0,0.0,105.0,206.0,2.0,13.0
Kirkuk,2015-06-04,88.90178571428574,0.0005357142857142857,93,55,86,5,4.0,28.0,82.67142857142856,0.009285714285714286,8.0,36.0,49.0,5.0,65.0,19.0,37.0,-3.0,-1.0
Missan,2015-06-04,97.64047619047619,0.0,0,86,50,4,35.0,0.0,90.50714285714285,0.0054761904761904765,0.0,61.0,15.0,1.0,0.0,25.0,35.0,4.0,34.0
Muthanna,2015-06-04,97.11428571428569,0.0,0,51,24,1,2.0,0.0,90.2142857142857,0.002857142857142857,1.0,19.0,17.0,2.0,0.0,32.0,7.0,0.0,0.0
Najaf,2015-06-04,95.50714285714285,0.0,0,69,30,2,4.0,1.0,89.52857142857142,0.002857142857142857,4.0,25.0,5.0,3.0,-1.0,44.0,25.0,-2.0,1.0
Ninewa,2015-06-04,84.5125,0.0016071428571428571,78,1207,777,21,115.0,84.0,79.02232142857143,0.015714285714285715,40.0,988.0,1124.0,110.0,-6.0,219.0,-347.0,-19.0,5.0
Qadissiya,2015-06-04,95.50714285714287,0.0,0,97,56,0,10.0,0.0,89.025,0.0007142857142857143,0.0,33.0,24.0,0.0,0.0,64.0,32.0,0.0,10.0
Salahal Din,2015-06-04,92.7469387755102,0.00020408163265306123,2,666,843,85,34.0,33.0,86.56836734693877,0.00489795918367347,62.0,532.0,409.0,29.0,-31.0,134.0,434.0,23.0,5.0
Wassit,2015-06-04,95.0985714285714,0.0,2,52,78,2,15.0,0.0,88.81571428571428,0.007428571428571429,5.0,30.0,14.0,6.0,2.0,22.0,64.0,-3.0,9.0
Anbar,2015-06-22,92.26825396825396,0.0,171,3403,2603,270,168.0,115.0,92.33469387755102,0.00010204081632653062,422.0,2603.0,1663.0,102.0,56.0,800.0,940.0,-152.0,66.0
Babylon,2015-06-22,93.07777777777777,0.0,2,105,22,0,0.0,1.0,92.71607142857145,0.0,0.0,68.0,46.0,6.0,1.0,37.0,-24.0,0.0,-6.0
Baghdad,2015-06-22,93.95987654320989,0.0,193,1571,810,404,133.0,149.0,92.74285714285715,0.0,407.0,880.0,623.0,86.0,44.0,691.0,187.0,-3.0,47.0
Basrah,2015-06-22,100.64126984126986,0.0,5,196,260,12,26.0,4.0,99.64081632653061,0.0,7.0,120.0,223.0,6.0,1.0,76.0,37.0,5.0,20.0
Thi Qar,2015-06-22,99.35444444444444,0.0,1,0,0,7,0.0,3.0,98.20285714285713,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,7.0,0.0
Diyala,2015-06-22,96.67777777777778,0.0,49,287,201,11,59.0,9.0,94.42261904761905,0.0,9.0,198.0,124.0,42.0,40.0,89.0,77.0,2.0,17.0
Dahuk,2015-06-22,88.40555555555557,0.0,0,29,21,3,1.0,0.0,84.44464285714287,0.0017857142857142859,2.0,51.0,21.0,4.0,0.0,-22.0,0.0,1.0,-3.0
Erbil,2015-06-22,86.85648148148147,0.001851851851851852,0,690,178,57,8.0,1.0,83.21071428571427,0.006666666666666667,34.0,337.0,104.0,15.0,-1.0,353.0,74.0,23.0,-7.0
Sulaymaniyah,2015-06-22,87.57444444444445,0.0,0,533,104,26,115.0,0.0,84.38357142857141,0.007571428571428572,3.0,516.0,83.0,83.0,0.0,17.0,21.0,23.0,32.0
Kerbala,2015-06-22,96.04444444444445,0.0,0,349,236,5,30.0,0.0,94.54999999999998,0.0,4.0,371.0,431.0,33.0,0.0,-22.0,-195.0,1.0,-3.0
Kirkuk,2015-06-22,92.4986111111111,0.002777777777777778,58,94,72,12,16.0,93.0,88.90178571428574,0.0005357142857142857,5.0,55.0,86.0,4.0,-35.0,39.0,-14.0,7.0,12.0
Missan,2015-06-22,100.39351851851852,0.0,0,76,26,0,0.0,0.0,97.64047619047619,0.0,4.0,86.0,50.0,35.0,0.0,-10.0,-24.0,-4.0,-35.0
Muthanna,2015-06-22,97.9388888888889,0.0,5,73,25,0,4.0,0.0,97.11428571428569,0.0,1.0,51.0,24.0,2.0,5.0,22.0,1.0,-1.0,2.0
Najaf,2015-06-22,97.12777777777777,0.0,0,93,17,3,7.0,0.0,95.50714285714285,0.0,2.0,69.0,30.0,4.0,0.0,24.0,-13.0,1.0,3.0
Ninewa,2015-06-22,88.26597222222225,0.001388888888888889,165,2501,1132,52,231.0,78.0,84.5125,0.0016071428571428571,21.0,1207.0,777.0,115.0,87.0,1294.0,355.0,31.0,116.0
Qadissiya,2015-06-22,95.81944444444444,0.0,0,60,17,0,2.0,0.0,95.50714285714287,0.0,0.0,97.0,56.0,10.0,0.0,-37.0,-39.0,0.0,-8.0
Salahal Din,2015-06-22,95.47857142857143,0.0,28,1274,658,111,45.0,2.0,92.7469387755102,0.00020408163265306123,85.0,666.0,843.0,34.0,26.0,608.0,-185.0,26.0,11.0
Wassit,2015-06-22,96.9088888888889,0.0,2,56,100,4,5.0,2.0,95.0985714285714,0.0,2.0,52.0,78.0,15.0,0.0,4.0,22.0,2.0,-10.0
Anbar,2015-07-02,92.58000000000001,0.0,171,1320,1104,86,81.0,171.0,92.26825396825396,0.0,270.0,3403.0,2603.0,168.0,0.0,-2083.0,-1499.0,-184.0,-87.0
Babylon,2015-07-02,93.52750000000002,0.0,1,52,25,0,8.0,2.0,93.07777777777777,0.0,0.0,105.0,22.0,0.0,-1.0,-53.0,3.0,0.0,8.0
Baghdad,2015-07-02,93.21555555555554,0.0,121,521,450,251,58.0,193.0,93.95987654320989,0.0,404.0,1571.0,810.0,133.0,-72.0,-1050.0,-360.0,-153.0,-75.0
Basrah,2015-07-02,97.47428571428571,0.0,6,176,195,11,19.0,5.0,100.64126984126986,0.0,12.0,196.0,260.0,26.0,1.0,-20.0,-65.0,-1.0,-7.0
Thi Qar,2015-07-02,96.78799999999998,0.0,0,0,0,7,0.0,1.0,99.35444444444444,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Diyala,2015-07-02,95.07666666666667,0.0,19,213,82,9,39.0,49.0,96.67777777777778,0.0,11.0,287.0,201.0,59.0,-30.0,-74.0,-119.0,-2.0,-20.0
Dahuk,2015-07-02,90.39750000000001,0.0,0,27,22,1,1.0,0.0,88.40555555555557,0.0,3.0,29.0,21.0,1.0,0.0,-2.0,1.0,-2.0,0.0
Erbil,2015-07-02,88.33833333333332,0.0,0,363,105,15,20.0,0.0,86.85648148148147,0.001851851851851852,57.0,690.0,178.0,8.0,0.0,-327.0,-73.0,-42.0,12.0
Sulaymaniyah,2015-07-02,88.888,0.0,0,730,124,0,149.0,0.0,87.57444444444445,0.0,26.0,533.0,104.0,115.0,0.0,197.0,20.0,-26.0,34.0
Kerbala,2015-07-02,94.56,0.0,0,198,153,1,6.0,0.0,96.04444444444445,0.0,5.0,349.0,236.0,30.0,0.0,-151.0,-83.0,-4.0,-24.0
Kirkuk,2015-07-02,92.53000000000002,0.0,2,61,22,9,7.0,58.0,92.4986111111111,0.002777777777777778,12.0,94.0,72.0,16.0,-56.0,-33.0,-50.0,-3.0,-9.0
Missan,2015-07-02,98.42833333333333,0.0,0,90,27,0,5.0,0.0,100.39351851851852,0.0,0.0,76.0,26.0,0.0,0.0,14.0,1.0,0.0,5.0
Muthanna,2015-07-02,95.59,0.0,0,33,59,0,3.0,5.0,97.9388888888889,0.0,0.0,73.0,25.0,4.0,-5.0,-40.0,34.0,0.0,-1.0
Najaf,2015-07-02,95.41,0.0,0,25,33,4,2.0,0.0,97.12777777777777,0.0,3.0,93.0,17.0,7.0,0.0,-68.0,16.0,1.0,-5.0
Ninewa,2015-07-02,89.945,0.0,224,1053,880,20,125.0,165.0,88.26597222222225,0.001388888888888889,52.0,2501.0,1132.0,231.0,59.0,-1448.0,-252.0,-32.0,-106.0
Qadissiya,2015-07-02,94.8775,0.0,0,27,7,0,1.0,0.0,95.81944444444444,0.0,0.0,60.0,17.0,2.0,0.0,-33.0,-10.0,0.0,-1.0
Salahal Din,2015-07-02,94.70285714285714,0.0,10,789,390,28,40.0,28.0,95.47857142857143,0.0,111.0,1274.0,658.0,45.0,-18.0,-485.0,-268.0,-83.0,-5.0
Wassit,2015-07-02,96.11,0.0,0,55,17,4,14.0,2.0,96.9088888888889,0.0,4.0,56.0,100.0,5.0,-2.0,-1.0,-83.0,0.0,9.0
Anbar,2015-07-13,98.63376623376622,0.0,303,2427,1738,134,83.0,171.0,92.58000000000001,0.0,86.0,1320.0,1104.0,81.0,132.0,1107.0,634.0,48.0,2.0
Babylon,2015-07-13,98.65,0.0,0,94,51,2,6.0,1.0,93.52750000000002,0.0,0.0,52.0,25.0,8.0,-1.0,42.0,26.0,2.0,-2.0
Baghdad,2015-07-13,98.56767676767676,0.0,166,373,316,221,38.0,121.0,93.21555555555554,0.0,251.0,521.0,450.0,58.0,45.0,-148.0,-134.0,-30.0,-20.0
Basrah,2015-07-13,102.42207792207792,0.0,1,91,112,13,14.0,6.0,97.47428571428571,0.0,11.0,176.0,195.0,19.0,-5.0,-85.0,-83.0,2.0,-5.0
Thi Qar,2015-07-13,101.47636363636364,0.0,1,0,0,1,0.0,0.0,96.78799999999998,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,0.0
Diyala,2015-07-13,101.08333333333331,0.0,9,252,138,6,48.0,19.0,95.07666666666667,0.0,9.0,213.0,82.0,39.0,-10.0,39.0,56.0,-3.0,9.0
Dahuk,2015-07-13,97.76363636363635,0.0,0,28,13,2,4.0,0.0,90.39750000000001,0.0,1.0,27.0,22.0,1.0,0.0,1.0,-9.0,1.0,3.0
Erbil,2015-07-13,95.38484848484849,0.0,0,365,89,16,28.0,0.0,88.33833333333332,0.0,15.0,363.0,105.0,20.0,0.0,2.0,-16.0,1.0,8.0
Sulaymaniyah,2015-07-13,95.62363636363635,0.0,1,659,72,2,103.0,0.0,88.888,0.0,0.0,730.0,124.0,149.0,1.0,-71.0,-52.0,2.0,-46.0
Kerbala,2015-07-13,99.84545454545454,0.0,0,160,98,2,4.0,0.0,94.56,0.0,1.0,198.0,153.0,6.0,0.0,-38.0,-55.0,1.0,-2.0
Kirkuk,2015-07-13,98.7590909090909,0.0,43,131,54,25,17.0,2.0,92.53000000000002,0.0,9.0,61.0,22.0,7.0,41.0,70.0,32.0,16.0,10.0
Missan,2015-07-13,102.92121212121214,0.0,2,60,22,1,12.0,0.0,98.42833333333333,0.0,0.0,90.0,27.0,5.0,2.0,-30.0,-5.0,1.0,7.0
Muthanna,2015-07-13,100.1909090909091,0.0,50,143,57,0,8.0,0.0,95.59,0.0,0.0,33.0,59.0,3.0,50.0,110.0,-2.0,0.0,5.0
Najaf,2015-07-13,101.51818181818182,0.0,0,40,9,2,2.0,0.0,95.41,0.0,4.0,25.0,33.0,2.0,0.0,15.0,-24.0,-2.0,0.0
Ninewa,2015-07-13,97.26022727272726,0.0,91,1091,661,15,205.0,224.0,89.945,0.0,20.0,1053.0,880.0,125.0,-133.0,38.0,-219.0,-5.0,80.0
Qadissiya,2015-07-13,99.28181818181817,0.0,0,29,8,0,3.0,0.0,94.8775,0.0,0.0,27.0,7.0,1.0,0.0,2.0,1.0,0.0,2.0
Salahal Din,2015-07-13,100.83376623376624,0.0,94,570,328,49,41.0,10.0,94.70285714285714,0.0,28.0,789.0,390.0,40.0,84.0,-219.0,-62.0,21.0,1.0
Wassit,2015-07-13,100.87636363636365,0.0,1,56,16,5,11.0,0.0,96.11,0.0,4.0,55.0,17.0,14.0,1.0,1.0,-1.0,1.0,-3.0
Anbar,2015-07-30,101.62773109243697,0.0,172,6724,4568,260,284.0,303.0,98.63376623376622,0.0,134.0,2427.0,1738.0,83.0,-131.0,4297.0,2830.0,126.0,201.0
Babylon,2015-07-30,101.21323529411765,0.0,0,460,130,1,40.0,0.0,98.65,0.0,2.0,94.0,51.0,6.0,0.0,366.0,79.0,-1.0,34.0
Baghdad,2015-07-30,101.83725490196076,0.0,199,441,352,465,51.0,166.0,98.56767676767676,0.0,221.0,373.0,316.0,38.0,33.0,68.0,36.0,244.0,13.0
Basrah,2015-07-30,104.26806722689076,0.0,9,181,183,34,15.0,1.0,102.42207792207792,0.0,13.0,91.0,112.0,14.0,8.0,90.0,71.0,21.0,1.0
Thi Qar,2015-07-30,104.34941176470585,0.0032941176470588245,6,0,0,2,0.0,1.0,101.47636363636364,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
Diyala,2015-07-30,103.58235294117647,0.0,32,368,162,32,35.0,9.0,101.08333333333331,0.0,6.0,252.0,138.0,48.0,23.0,116.0,24.0,26.0,-13.0
Dahuk,2015-07-30,97.76911764705883,0.0,0,45,18,12,8.0,0.0,97.76363636363635,0.0,2.0,28.0,13.0,4.0,0.0,17.0,5.0,10.0,4.0
Erbil,2015-07-30,94.5686274509804,0.0,131,320,148,223,22.0,0.0,95.38484848484849,0.0,16.0,365.0,89.0,28.0,131.0,-45.0,59.0,207.0,-6.0
Sulaymaniyah,2015-07-30,95.58117647058826,0.0,6,675,105,9,119.0,1.0,95.62363636363635,0.0,2.0,659.0,72.0,103.0,5.0,16.0,33.0,7.0,16.0
Kerbala,2015-07-30,104.52352941176471,0.0,0,67,57,12,0.0,0.0,99.84545454545454,0.0,2.0,160.0,98.0,4.0,0.0,-93.0,-41.0,10.0,-4.0
Kirkuk,2015-07-30,101.78088235294116,0.0,4,86,91,9,6.0,43.0,98.7590909090909,0.0,25.0,131.0,54.0,17.0,-39.0,-45.0,37.0,-16.0,-11.0
Missan,2015-07-30,104.428431372549,0.0,1,109,36,1,12.0,2.0,102.92121212121214,0.0,1.0,60.0,22.0,12.0,-1.0,49.0,14.0,0.0,0.0
Muthanna,2015-07-30,103.88235294117648,0.0,4,202,152,0,13.0,50.0,100.1909090909091,0.0,0.0,143.0,57.0,8.0,-46.0,59.0,95.0,0.0,5.0
Najaf,2015-07-30,104.79411764705881,0.0,0,22,26,25,1.0,0.0,101.51818181818182,0.0,2.0,40.0,9.0,2.0,0.0,-18.0,17.0,23.0,-1.0
Ninewa,2015-07-30,97.51102941176471,0.0,309,1494,1988,48,264.0,91.0,97.26022727272726,0.0,15.0,1091.0,661.0,205.0,218.0,403.0,1327.0,33.0,59.0
Qadissiya,2015-07-30,102.89264705882351,0.0,0,77,14,0,4.0,0.0,99.28181818181817,0.0,0.0,29.0,8.0,3.0,0.0,48.0,6.0,0.0,1.0
Salahal Din,2015-07-30,103.8361344537815,0.0,42,835,575,28,62.0,94.0,100.83376623376624,0.0,49.0,570.0,328.0,41.0,-52.0,265.0,247.0,-21.0,21.0
Wassit,2015-07-30,103.4105882352941,0.00988235294117647,0,72,29,4,33.0,1.0,100.87636363636365,0.0,5.0,56.0,16.0,11.0,-1.0,16.0,13.0,-1.0,22.0
Anbar,2015-08-13,103.17142857142858,0.0,96,2200,1105,98,67.0,172.0,101.62773109243697,0.0,260.0,6724.0,4568.0,284.0,-76.0,-4524.0,-3463.0,-162.0,-217.0
Babylon,2015-08-13,101.31785714285715,0.0,1,91,47,2,2.0,0.0,101.21323529411765,0.0,1.0,460.0,130.0,40.0,1.0,-369.0,-83.0,1.0,-38.0
Baghdad,2015-08-13,102.86587301587302,0.0,166,246,289,389,41.0,199.0,101.83725490196076,0.0,465.0,441.0,352.0,51.0,-33.0,-195.0,-63.0,-76.0,-10.0
Basrah,2015-08-13,104.06326530612246,0.0,1,159,157,22,11.0,9.0,104.26806722689076,0.0,34.0,181.0,183.0,15.0,-8.0,-22.0,-26.0,-12.0,-4.0
Thi Qar,2015-08-13,104.85142857142854,0.0,0,0,0,10,0.0,6.0,104.34941176470585,0.0032941176470588245,2.0,0.0,0.0,0.0,-6.0,0.0,0.0,8.0,0.0
Diyala,2015-08-13,104.2595238095238,0.0,109,172,180,15,23.0,32.0,103.58235294117647,0.0,32.0,368.0,162.0,35.0,77.0,-196.0,18.0,-17.0,-12.0
Dahuk,2015-08-13,98.83749999999999,0.0,0,27,5,9,3.0,0.0,97.76911764705883,0.0,12.0,45.0,18.0,8.0,0.0,-18.0,-13.0,-3.0,-5.0
Erbil,2015-08-13,98.0059523809524,0.0,12,336,163,78,19.0,131.0,94.5686274509804,0.0,223.0,320.0,148.0,22.0,-119.0,16.0,15.0,-145.0,-3.0
Sulaymaniyah,2015-08-13,98.21142857142857,0.0,0,460,71,24,94.0,6.0,95.58117647058826,0.0,9.0,675.0,105.0,119.0,-6.0,-215.0,-34.0,15.0,-25.0
Kerbala,2015-08-13,103.86666666666667,0.0,0,35,19,12,1.0,0.0,104.52352941176471,0.0,12.0,67.0,57.0,0.0,0.0,-32.0,-38.0,0.0,1.0
Kirkuk,2015-08-13,101.86071428571428,0.0,54,151,23,6,19.0,4.0,101.78088235294116,0.0,9.0,86.0,91.0,6.0,50.0,65.0,-68.0,-3.0,13.0
Missan,2015-08-13,105.16666666666664,0.0,0,63,29,6,3.0,1.0,104.428431372549,0.0,1.0,109.0,36.0,12.0,-1.0,-46.0,-7.0,5.0,-9.0
Muthanna,2015-08-13,103.2642857142857,0.0,0,156,104,5,6.0,4.0,103.88235294117648,0.0,0.0,202.0,152.0,13.0,-4.0,-46.0,-48.0,5.0,-7.0
Najaf,2015-08-13,105.08571428571429,0.0,0,53,19,18,2.0,0.0,104.79411764705881,0.0,25.0,22.0,26.0,1.0,0.0,31.0,-7.0,-7.0,1.0
Ninewa,2015-08-13,99.01071428571427,0.0,552,1490,587,34,125.0,309.0,97.51102941176471,0.0,48.0,1494.0,1988.0,264.0,243.0,-4.0,-1401.0,-14.0,-139.0
Qadissiya,2015-08-13,103.16785714285717,0.0,0,14,14,0,0.0,0.0,102.89264705882351,0.0,0.0,77.0,14.0,4.0,0.0,-63.0,0.0,0.0,-4.0
Salahal Din,2015-08-13,103.66428571428573,0.0,12,440,197,7,20.0,42.0,103.8361344537815,0.0,28.0,835.0,575.0,62.0,-30.0,-395.0,-378.0,-21.0,-42.0
Wassit,2015-08-13,103.42571428571428,0.0,0,45,25,6,6.0,0.0,103.4105882352941,0.00988235294117647,4.0,72.0,29.0,33.0,0.0,-27.0,-4.0,2.0,-27.0
Anbar,2015-08-27,100.38775510204081,0.0,55,1428,629,136,110.0,96.0,103.17142857142858,0.0,98.0,2200.0,1105.0,67.0,-41.0,-772.0,-476.0,38.0,43.0
Babylon,2015-08-27,99.51964285714287,0.0,1,31,13,14,7.0,1.0,101.31785714285715,0.0,2.0,91.0,47.0,2.0,0.0,-60.0,-34.0,12.0,5.0
Baghdad,2015-08-27,98.76349206349207,0.0,203,213,302,359,41.0,166.0,102.86587301587302,0.0,389.0,246.0,289.0,41.0,37.0,-33.0,13.0,-30.0,0.0
Basrah,2015-08-27,103.12755102040818,0.0,12,94,202,40,12.0,1.0,104.06326530612246,0.0,22.0,159.0,157.0,11.0,11.0,-65.0,45.0,18.0,1.0
Thi Qar,2015-08-27,104.30428571428571,0.0,0,0,0,0,0.0,0.0,104.85142857142854,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0
Diyala,2015-08-27,101.15238095238094,0.0,11,258,53,7,43.0,109.0,104.2595238095238,0.0,15.0,172.0,180.0,23.0,-98.0,86.0,-127.0,-8.0,20.0
Dahuk,2015-08-27,95.38035714285715,0.0,1,25,9,12,1.0,0.0,98.83749999999999,0.0,9.0,27.0,5.0,3.0,1.0,-2.0,4.0,3.0,-2.0
Erbil,2015-08-27,93.22738095238094,0.0,1,329,137,48,18.0,12.0,98.0059523809524,0.0,78.0,336.0,163.0,19.0,-11.0,-7.0,-26.0,-30.0,-1.0
Sulaymaniyah,2015-08-27,93.50428571428573,0.0,0,464,62,0,91.0,0.0,98.21142857142857,0.0,24.0,460.0,71.0,94.0,0.0,4.0,-9.0,-24.0,-3.0
Kerbala,2015-08-27,100.9357142857143,0.0,0,30,8,6,0.0,0.0,103.86666666666667,0.0,12.0,35.0,19.0,1.0,0.0,-5.0,-11.0,-6.0,-1.0
Kirkuk,2015-08-27,98.56964285714285,0.0,28,56,61,11,16.0,54.0,101.86071428571428,0.0,6.0,151.0,23.0,19.0,-26.0,-95.0,38.0,5.0,-3.0
Missan,2015-08-27,103.40952380952383,0.0,2,42,12,3,7.0,0.0,105.16666666666664,0.0,6.0,63.0,29.0,3.0,2.0,-21.0,-17.0,-3.0,4.0
Muthanna,2015-08-27,101.88333333333333,0.0,0,45,37,3,12.0,0.0,103.2642857142857,0.0,5.0,156.0,104.0,6.0,0.0,-111.0,-67.0,-2.0,6.0
Najaf,2015-08-27,101.78571428571429,0.0,0,31,9,7,0.0,0.0,105.08571428571429,0.0,18.0,53.0,19.0,2.0,0.0,-22.0,-10.0,-11.0,-2.0
Ninewa,2015-08-27,95.41964285714286,0.0,404,1365,994,91,168.0,552.0,99.01071428571427,0.0,34.0,1490.0,587.0,125.0,-148.0,-125.0,407.0,57.0,43.0
Qadissiya,2015-08-27,100.97678571428573,0.0,0,30,7,1,5.0,0.0,103.16785714285717,0.0,0.0,14.0,14.0,0.0,0.0,16.0,-7.0,1.0,5.0
Salahal Din,2015-08-27,101.1673469387755,0.0,56,829,454,50,37.0,12.0,103.66428571428573,0.0,7.0,440.0,197.0,20.0,44.0,389.0,257.0,43.0,17.0
Wassit,2015-08-27,101.8157142857143,0.0,0,39,6,4,3.0,0.0,103.42571428571428,0.0,6.0,45.0,25.0,6.0,0.0,-6.0,-19.0,-2.0,-3.0
Anbar,2015-09-10,97.8081632653061,0.00040816326530612246,48,726,1146,122,169.0,55.0,100.38775510204081,0.0,136.0,1428.0,629.0,110.0,-7.0,-702.0,517.0,-14.0,59.0
Babylon,2015-09-10,98.54821428571427,0.0,0,27,13,1,1.0,1.0,99.51964285714287,0.0,14.0,31.0,13.0,7.0,-1.0,-4.0,0.0,-13.0,-6.0
Baghdad,2015-09-10,97.02539682539681,0.0,143,137,300,349,25.0,203.0,98.76349206349207,0.0,359.0,213.0,302.0,41.0,-60.0,-76.0,-2.0,-10.0,-16.0
Basrah,2015-09-10,100.25204081632653,0.0,4,69,144,11,14.0,12.0,103.12755102040818,0.0,40.0,94.0,202.0,12.0,-8.0,-25.0,-58.0,-29.0,2.0
Thi Qar,2015-09-10,101.46714285714287,0.0,3,0,0,2,0.0,0.0,104.30428571428571,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
Diyala,2015-09-10,99.64523809523811,0.0,21,175,113,1,53.0,11.0,101.15238095238094,0.0,7.0,258.0,53.0,43.0,10.0,-83.0,60.0,-6.0,10.0
Dahuk,2015-09-10,90.7267857142857,0.02,0,18,15,1,2.0,1.0,95.38035714285715,0.0,12.0,25.0,9.0,1.0,-1.0,-7.0,6.0,-11.0,1.0
Erbil,2015-09-10,89.0452380952381,0.0047619047619047615,4,281,577,37,258.0,1.0,93.22738095238094,0.0,48.0,329.0,137.0,18.0,3.0,-48.0,440.0,-11.0,240.0
Sulaymaniyah,2015-09-10,88.91357142857143,0.007571428571428572,0,295,39,2,38.0,0.0,93.50428571428573,0.0,0.0,464.0,62.0,91.0,0.0,-169.0,-23.0,2.0,-53.0
Kerbala,2015-09-10,99.05,0.0,0,268,199,3,11.0,0.0,100.9357142857143,0.0,6.0,30.0,8.0,0.0,0.0,238.0,191.0,-3.0,11.0
Kirkuk,2015-09-10,95.40178571428571,0.002142857142857143,10,147,331,14,3.0,28.0,98.56964285714285,0.0,11.0,56.0,61.0,16.0,-18.0,91.0,270.0,3.0,-13.0
Missan,2015-09-10,100.81666666666668,0.00011904761904761906,1,25,16,3,0.0,2.0,103.40952380952383,0.0,3.0,42.0,12.0,7.0,-1.0,-17.0,4.0,0.0,-7.0
Muthanna,2015-09-10,100.05476190476192,0.0,0,61,18,0,3.0,0.0,101.88333333333333,0.0,3.0,45.0,37.0,12.0,0.0,16.0,-19.0,-3.0,-9.0
Najaf,2015-09-10,99.21428571428571,0.0,0,21,15,6,0.0,0.0,101.78571428571429,0.0,7.0,31.0,9.0,0.0,0.0,-10.0,6.0,-1.0,0.0
Ninewa,2015-09-10,90.51964285714284,0.015178571428571428,322,582,338,27,101.0,404.0,95.41964285714286,0.0,91.0,1365.0,994.0,168.0,-82.0,-783.0,-656.0,-64.0,-67.0
Qadissiya,2015-09-10,99.29464285714286,0.0,0,17,6,0,2.0,0.0,100.97678571428573,0.0,1.0,30.0,7.0,5.0,0.0,-13.0,-1.0,-1.0,-3.0
Salahal Din,2015-09-10,98.38775510204083,0.0016326530612244899,79,531,257,47,26.0,56.0,101.1673469387755,0.0,50.0,829.0,454.0,37.0,23.0,-298.0,-197.0,-3.0,-11.0
