Date,death,dist,ADM3CODE,ADM3NAME
2004-04-01,222,Al Resafa,iq01004,Al Resafa
2004-04-03,7,Al Resafa,iq01004,Al Resafa
2004-04-05,1,Al Resafa,iq01004,Al Resafa
2004-04-09,1,Al Resafa,iq01004,Al Resafa
2004-04-11,1,Al Resafa,iq01004,Al Resafa
2004-04-15,1,Al Resafa,iq01004,Al Resafa
2004-04-16,2,Al Resafa,iq01004,Al Resafa
2004-04-19,2,Al Resafa,iq01004,Al Resafa
2004-04-20,22,Al Resafa,iq01004,Al Resafa
2004-04-22,1,Al Resafa,iq01004,Al Resafa
2004-04-24,19,Al Resafa,iq01004,Al Resafa
2004-04-25,5,Al Resafa,iq01004,Al Resafa
2004-04-29,4,Al Resafa,iq01004,Al Resafa
2004-04-30,1,Al Resafa,iq01004,Al Resafa
2004-05-01,332,Al Resafa,iq01004,Al Resafa
2004-05-02,5,Al Resafa,iq01004,Al Resafa
2004-05-03,1,Al Resafa,iq01004,Al Resafa
2004-05-06,6,Al Resafa,iq01004,Al Resafa
2004-05-08,3,Al Resafa,iq01004,Al Resafa
2004-05-09,16,Al Resafa,iq01004,Al Resafa
2004-05-11,3,Al Resafa,iq01004,Al Resafa
2004-05-15,3,Al Resafa,iq01004,Al Resafa
2004-05-17,10,Al Resafa,iq01004,Al Resafa
2004-05-20,2,Al Resafa,iq01004,Al Resafa
2004-05-22,5,Al Resafa,iq01004,Al Resafa
2004-05-24,8,Al Resafa,iq01004,Al Resafa
2004-05-25,1,Al Resafa,iq01004,Al Resafa
2004-05-26,3,Al Resafa,iq01004,Al Resafa
2004-05-28,2,Al Resafa,iq01004,Al Resafa
2004-05-30,2,Al Resafa,iq01004,Al Resafa
2004-05-31,4,Al Resafa,iq01004,Al Resafa
2004-06-01,375,Al Resafa,iq01004,Al Resafa
2004-06-02,12,Al Resafa,iq01004,Al Resafa
2004-06-03,2,Al Resafa,iq01004,Al Resafa
2004-06-04,2,Al Resafa,iq01004,Al Resafa
2004-06-05,15,Al Resafa,iq01004,Al Resafa
2004-06-06,3,Al Resafa,iq01004,Al Resafa
2004-06-07,10,Al Resafa,iq01004,Al Resafa
2004-06-08,4,Al Resafa,iq01004,Al Resafa
2004-06-10,7,Al Resafa,iq01004,Al Resafa
2004-06-11,1,Al Resafa,iq01004,Al Resafa
2004-06-12,8,Al Resafa,iq01004,Al Resafa
2004-06-13,20,Al Resafa,iq01004,Al Resafa
2004-06-14,9,Al Resafa,iq01004,Al Resafa
2004-06-15,4,Al Resafa,iq01004,Al Resafa
2004-06-17,41,Al Resafa,iq01004,Al Resafa
2004-06-18,3,Al Resafa,iq01004,Al Resafa
2004-06-19,1,Al Resafa,iq01004,Al Resafa
2004-06-20,2,Al Resafa,iq01004,Al Resafa
2004-06-21,2,Al Resafa,iq01004,Al Resafa
2004-06-22,5,Al Resafa,iq01004,Al Resafa
2004-06-23,3,Al Resafa,iq01004,Al Resafa
2004-06-24,1,Al Resafa,iq01004,Al Resafa
2004-06-25,1,Al Resafa,iq01004,Al Resafa
2004-06-27,4,Al Resafa,iq01004,Al Resafa
2004-06-28,1,Al Resafa,iq01004,Al Resafa
2004-06-29,1,Al Resafa,iq01004,Al Resafa
2004-07-01,418,Al Resafa,iq01004,Al Resafa
2004-07-02,1,Al Resafa,iq01004,Al Resafa
2004-07-04,1,Al Resafa,iq01004,Al Resafa
2004-07-05,3,Al Resafa,iq01004,Al Resafa
2004-07-06,7,Al Resafa,iq01004,Al Resafa
2004-07-08,1,Al Resafa,iq01004,Al Resafa
2004-07-09,2,Al Resafa,iq01004,Al Resafa
2004-07-11,1,Al Resafa,iq01004,Al Resafa
2004-07-13,1,Al Resafa,iq01004,Al Resafa
2004-07-14,8,Al Resafa,iq01004,Al Resafa
2004-07-15,1,Al Resafa,iq01004,Al Resafa
2004-07-16,1,Al Resafa,iq01004,Al Resafa
2004-07-17,7,Al Resafa,iq01004,Al Resafa
2004-07-18,1,Al Resafa,iq01004,Al Resafa
2004-07-19,9,Al Resafa,iq01004,Al Resafa
2004-07-21,8,Al Resafa,iq01004,Al Resafa
2004-07-22,13,Al Resafa,iq01004,Al Resafa
2004-07-23,2,Al Resafa,iq01004,Al Resafa
2004-07-25,3,Al Resafa,iq01004,Al Resafa
2004-07-26,4,Al Resafa,iq01004,Al Resafa
2004-07-27,2,Al Resafa,iq01004,Al Resafa
2004-07-28,3,Al Resafa,iq01004,Al Resafa
2004-07-31,2,Al Resafa,iq01004,Al Resafa
2004-08-01,295,Al Resafa,iq01004,Al Resafa
2004-08-02,1,Al Resafa,iq01004,Al Resafa
2004-08-03,4,Al Resafa,iq01004,Al Resafa
2004-08-04,1,Al Resafa,iq01004,Al Resafa
2004-08-08,6,Al Resafa,iq01004,Al Resafa
2004-08-12,5,Al Resafa,iq01004,Al Resafa
2004-08-15,12,Al Resafa,iq01004,Al Resafa
2004-08-16,15,Al Resafa,iq01004,Al Resafa
2004-08-17,17,Al Resafa,iq01004,Al Resafa
2004-08-18,7,Al Resafa,iq01004,Al Resafa
2004-08-19,1,Al Resafa,iq01004,Al Resafa
2004-08-20,1,Al Resafa,iq01004,Al Resafa
2004-08-23,7,Al Resafa,iq01004,Al Resafa
2004-08-24,5,Al Resafa,iq01004,Al Resafa
2004-08-25,1,Al Resafa,iq01004,Al Resafa
2004-08-28,4,Al Resafa,iq01004,Al Resafa
2004-08-29,1,Al Resafa,iq01004,Al Resafa
2004-08-30,2,Al Resafa,iq01004,Al Resafa
2004-08-31,1,Al Resafa,iq01004,Al Resafa
2004-09-01,281,Al Resafa,iq01004,Al Resafa
2004-09-02,1,Al Resafa,iq01004,Al Resafa
2004-09-04,1,Al Resafa,iq01004,Al Resafa
2004-09-06,18,Al Resafa,iq01004,Al Resafa
2004-09-07,14,Al Resafa,iq01004,Al Resafa
2004-09-08,5,Al Resafa,iq01004,Al Resafa
2004-09-09,1,Al Resafa,iq01004,Al Resafa
2004-09-10,2,Al Resafa,iq01004,Al Resafa
2004-09-11,7,Al Resafa,iq01004,Al Resafa
2004-09-12,16,Al Resafa,iq01004,Al Resafa
2004-09-13,4,Al Resafa,iq01004,Al Resafa
2004-09-14,47,Al Resafa,iq01004,Al Resafa
2004-09-15,3,Al Resafa,iq01004,Al Resafa
2004-09-16,1,Al Resafa,iq01004,Al Resafa
2004-09-17,14,Al Resafa,iq01004,Al Resafa
2004-09-18,3,Al Resafa,iq01004,Al Resafa
2004-09-19,1,Al Resafa,iq01004,Al Resafa
2004-09-20,5,Al Resafa,iq01004,Al Resafa
2004-09-21,1,Al Resafa,iq01004,Al Resafa
2004-09-22,28,Al Resafa,iq01004,Al Resafa
2004-09-23,3,Al Resafa,iq01004,Al Resafa
2004-09-24,4,Al Resafa,iq01004,Al Resafa
2004-09-25,9,Al Resafa,iq01004,Al Resafa
2004-09-26,7,Al Resafa,iq01004,Al Resafa
2004-09-27,14,Al Resafa,iq01004,Al Resafa
2004-09-28,3,Al Resafa,iq01004,Al Resafa
2004-09-29,2,Al Resafa,iq01004,Al Resafa
2004-09-30,44,Al Resafa,iq01004,Al Resafa
2004-10-01,389,Al Resafa,iq01004,Al Resafa
2004-10-02,1,Al Resafa,iq01004,Al Resafa
2004-10-03,1,Al Resafa,iq01004,Al Resafa
2004-10-04,22,Al Resafa,iq01004,Al Resafa
2004-10-05,3,Al Resafa,iq01004,Al Resafa
2004-10-06,23,Al Resafa,iq01004,Al Resafa
2004-10-07,1,Al Resafa,iq01004,Al Resafa
2004-10-08,1,Al Resafa,iq01004,Al Resafa
2004-10-09,4,Al Resafa,iq01004,Al Resafa
2004-10-10,17,Al Resafa,iq01004,Al Resafa
2004-10-11,1,Al Resafa,iq01004,Al Resafa
2004-10-12,2,Al Resafa,iq01004,Al Resafa
2004-10-14,4,Al Resafa,iq01004,Al Resafa
2004-10-15,15,Al Resafa,iq01004,Al Resafa
2004-10-16,4,Al Resafa,iq01004,Al Resafa
2004-10-17,8,Al Resafa,iq01004,Al Resafa
2004-10-18,3,Al Resafa,iq01004,Al Resafa
2004-10-19,1,Al Resafa,iq01004,Al Resafa
2004-10-20,5,Al Resafa,iq01004,Al Resafa
2004-10-21,5,Al Resafa,iq01004,Al Resafa
2004-10-22,2,Al Resafa,iq01004,Al Resafa
2004-10-23,22,Al Resafa,iq01004,Al Resafa
2004-10-24,1,Al Resafa,iq01004,Al Resafa
2004-10-25,5,Al Resafa,iq01004,Al Resafa
2004-10-26,1,Al Resafa,iq01004,Al Resafa
2004-10-27,6,Al Resafa,iq01004,Al Resafa
2004-10-28,3,Al Resafa,iq01004,Al Resafa
2004-10-29,1,Al Resafa,iq01004,Al Resafa
2004-10-30,30,Al Resafa,iq01004,Al Resafa
2004-10-31,2,Al Resafa,iq01004,Al Resafa
2004-11-01,298,Al Resafa,iq01004,Al Resafa
2004-11-02,8,Al Resafa,iq01004,Al Resafa
2004-11-03,3,Al Resafa,iq01004,Al Resafa
2004-11-04,6,Al Resafa,iq01004,Al Resafa
2004-11-05,3,Al Resafa,iq01004,Al Resafa
2004-11-06,4,Al Resafa,iq01004,Al Resafa
2004-11-07,4,Al Resafa,iq01004,Al Resafa
2004-11-08,23,Al Resafa,iq01004,Al Resafa
2004-11-09,5,Al Resafa,iq01004,Al Resafa
2004-11-10,25,Al Resafa,iq01004,Al Resafa
2004-11-11,21,Al Resafa,iq01004,Al Resafa
2004-11-12,2,Al Resafa,iq01004,Al Resafa
2004-11-13,1,Al Resafa,iq01004,Al Resafa
2004-11-14,3,Al Resafa,iq01004,Al Resafa
2004-11-15,16,Al Resafa,iq01004,Al Resafa
2004-11-16,1,Al Resafa,iq01004,Al Resafa
2004-11-17,15,Al Resafa,iq01004,Al Resafa
2004-11-18,2,Al Resafa,iq01004,Al Resafa
2004-11-19,8,Al Resafa,iq01004,Al Resafa
2004-11-20,8,Al Resafa,iq01004,Al Resafa
2004-11-22,4,Al Resafa,iq01004,Al Resafa
2004-11-24,5,Al Resafa,iq01004,Al Resafa
2004-11-25,5,Al Resafa,iq01004,Al Resafa
2004-11-26,15,Al Resafa,iq01004,Al Resafa
2004-11-27,10,Al Resafa,iq01004,Al Resafa
2004-11-28,5,Al Resafa,iq01004,Al Resafa
2004-11-29,9,Al Resafa,iq01004,Al Resafa
2004-11-30,2,Al Resafa,iq01004,Al Resafa
2004-12-01,404,Al Resafa,iq01004,Al Resafa
2004-12-02,2,Al Resafa,iq01004,Al Resafa
2004-12-03,30,Al Resafa,iq01004,Al Resafa
2004-12-04,12,Al Resafa,iq01004,Al Resafa
2004-12-05,2,Al Resafa,iq01004,Al Resafa
2004-12-06,5,Al Resafa,iq01004,Al Resafa
2004-12-07,3,Al Resafa,iq01004,Al Resafa
2004-12-08,8,Al Resafa,iq01004,Al Resafa
2004-12-09,4,Al Resafa,iq01004,Al Resafa
2004-12-10,2,Al Resafa,iq01004,Al Resafa
2004-12-11,3,Al Resafa,iq01004,Al Resafa
2004-12-13,14,Al Resafa,iq01004,Al Resafa
2004-12-14,11,Al Resafa,iq01004,Al Resafa
2004-12-15,6,Al Resafa,iq01004,Al Resafa
2004-12-16,4,Al Resafa,iq01004,Al Resafa
2004-12-17,1,Al Resafa,iq01004,Al Resafa
2004-12-18,7,Al Resafa,iq01004,Al Resafa
2004-12-19,9,Al Resafa,iq01004,Al Resafa
2004-12-20,3,Al Resafa,iq01004,Al Resafa
2004-12-21,7,Al Resafa,iq01004,Al Resafa
2004-12-22,2,Al Resafa,iq01004,Al Resafa
2004-12-23,5,Al Resafa,iq01004,Al Resafa
2004-12-24,10,Al Resafa,iq01004,Al Resafa
2004-12-25,4,Al Resafa,iq01004,Al Resafa
2004-12-26,4,Al Resafa,iq01004,Al Resafa
2004-12-27,15,Al Resafa,iq01004,Al Resafa
2004-12-28,39,Al Resafa,iq01004,Al Resafa
2004-12-30,11,Al Resafa,iq01004,Al Resafa
2004-12-31,1,Al Resafa,iq01004,Al Resafa
2005-01-01,428,Al Resafa,iq01004,Al Resafa
2005-01-02,4,Al Resafa,iq01004,Al Resafa
2005-01-03,9,Al Resafa,iq01004,Al Resafa
2005-01-04,11,Al Resafa,iq01004,Al Resafa
2005-01-05,9,Al Resafa,iq01004,Al Resafa
2005-01-06,4,Al Resafa,iq01004,Al Resafa
2005-01-07,3,Al Resafa,iq01004,Al Resafa
2005-01-08,15,Al Resafa,iq01004,Al Resafa
2005-01-09,30,Al Resafa,iq01004,Al Resafa
2005-01-10,17,Al Resafa,iq01004,Al Resafa
2005-01-11,12,Al Resafa,iq01004,Al Resafa
2005-01-12,19,Al Resafa,iq01004,Al Resafa
2005-01-13,19,Al Resafa,iq01004,Al Resafa
2005-01-14,3,Al Resafa,iq01004,Al Resafa
2005-01-15,8,Al Resafa,iq01004,Al Resafa
2005-01-16,2,Al Resafa,iq01004,Al Resafa
2005-01-17,7,Al Resafa,iq01004,Al Resafa
2005-01-18,15,Al Resafa,iq01004,Al Resafa
2005-01-19,26,Al Resafa,iq01004,Al Resafa
2005-01-20,1,Al Resafa,iq01004,Al Resafa
2005-01-21,19,Al Resafa,iq01004,Al Resafa
2005-01-22,4,Al Resafa,iq01004,Al Resafa
2005-01-23,2,Al Resafa,iq01004,Al Resafa
2005-01-24,3,Al Resafa,iq01004,Al Resafa
2005-01-25,14,Al Resafa,iq01004,Al Resafa
2005-01-26,3,Al Resafa,iq01004,Al Resafa
2005-01-27,2,Al Resafa,iq01004,Al Resafa
2005-01-28,8,Al Resafa,iq01004,Al Resafa
2005-01-29,3,Al Resafa,iq01004,Al Resafa
2005-01-30,20,Al Resafa,iq01004,Al Resafa
2005-02-01,457,Al Resafa,iq01004,Al Resafa
2005-02-02,4,Al Resafa,iq01004,Al Resafa
2005-02-03,11,Al Resafa,iq01004,Al Resafa
2005-02-05,6,Al Resafa,iq01004,Al Resafa
2005-02-06,7,Al Resafa,iq01004,Al Resafa
2005-02-07,1,Al Resafa,iq01004,Al Resafa
2005-02-08,31,Al Resafa,iq01004,Al Resafa
2005-02-09,5,Al Resafa,iq01004,Al Resafa
2005-02-10,7,Al Resafa,iq01004,Al Resafa
2005-02-11,25,Al Resafa,iq01004,Al Resafa
2005-02-12,5,Al Resafa,iq01004,Al Resafa
2005-02-13,9,Al Resafa,iq01004,Al Resafa
2005-02-14,5,Al Resafa,iq01004,Al Resafa
2005-02-15,3,Al Resafa,iq01004,Al Resafa
2005-02-16,2,Al Resafa,iq01004,Al Resafa
2005-02-17,3,Al Resafa,iq01004,Al Resafa
2005-02-18,36,Al Resafa,iq01004,Al Resafa
2005-02-19,25,Al Resafa,iq01004,Al Resafa
2005-02-20,4,Al Resafa,iq01004,Al Resafa
2005-02-21,5,Al Resafa,iq01004,Al Resafa
2005-02-22,8,Al Resafa,iq01004,Al Resafa
2005-02-23,6,Al Resafa,iq01004,Al Resafa
2005-02-24,5,Al Resafa,iq01004,Al Resafa
2005-02-25,1,Al Resafa,iq01004,Al Resafa
2005-02-26,20,Al Resafa,iq01004,Al Resafa
2005-02-27,7,Al Resafa,iq01004,Al Resafa
2005-02-28,6,Al Resafa,iq01004,Al Resafa
2005-03-01,297,Al Resafa,iq01004,Al Resafa
2005-03-03,11,Al Resafa,iq01004,Al Resafa
2005-03-04,3,Al Resafa,iq01004,Al Resafa
2005-03-05,4,Al Resafa,iq01004,Al Resafa
2005-03-06,3,Al Resafa,iq01004,Al Resafa
2005-03-07,6,Al Resafa,iq01004,Al Resafa
2005-03-08,8,Al Resafa,iq01004,Al Resafa
2005-03-09,5,Al Resafa,iq01004,Al Resafa
2005-03-10,13,Al Resafa,iq01004,Al Resafa
2005-03-11,2,Al Resafa,iq01004,Al Resafa
2005-03-12,5,Al Resafa,iq01004,Al Resafa
2005-03-13,3,Al Resafa,iq01004,Al Resafa
2005-03-14,4,Al Resafa,iq01004,Al Resafa
2005-03-15,6,Al Resafa,iq01004,Al Resafa
2005-03-16,5,Al Resafa,iq01004,Al Resafa
2005-03-17,5,Al Resafa,iq01004,Al Resafa
2005-03-18,1,Al Resafa,iq01004,Al Resafa
2005-03-20,2,Al Resafa,iq01004,Al Resafa
2005-03-21,7,Al Resafa,iq01004,Al Resafa
2005-03-22,1,Al Resafa,iq01004,Al Resafa
2005-03-23,8,Al Resafa,iq01004,Al Resafa
2005-03-24,5,Al Resafa,iq01004,Al Resafa
2005-03-25,3,Al Resafa,iq01004,Al Resafa
2005-03-26,2,Al Resafa,iq01004,Al Resafa
2005-03-27,3,Al Resafa,iq01004,Al Resafa
2005-03-28,8,Al Resafa,iq01004,Al Resafa
2005-03-29,2,Al Resafa,iq01004,Al Resafa
2005-03-30,1,Al Resafa,iq01004,Al Resafa
2005-03-31,3,Al Resafa,iq01004,Al Resafa
2005-04-01,570,Al Resafa,iq01004,Al Resafa
2005-04-02,8,Al Resafa,iq01004,Al Resafa
2005-04-03,3,Al Resafa,iq01004,Al Resafa
2005-04-04,5,Al Resafa,iq01004,Al Resafa
2005-04-05,16,Al Resafa,iq01004,Al Resafa
2005-04-07,3,Al Resafa,iq01004,Al Resafa
2005-04-08,6,Al Resafa,iq01004,Al Resafa
2005-04-09,7,Al Resafa,iq01004,Al Resafa
2005-04-10,1,Al Resafa,iq01004,Al Resafa
2005-04-11,1,Al Resafa,iq01004,Al Resafa
2005-04-12,3,Al Resafa,iq01004,Al Resafa
2005-04-13,7,Al Resafa,iq01004,Al Resafa
2005-04-14,23,Al Resafa,iq01004,Al Resafa
2005-04-15,1,Al Resafa,iq01004,Al Resafa
2005-04-16,8,Al Resafa,iq01004,Al Resafa
2005-04-17,1,Al Resafa,iq01004,Al Resafa
2005-04-18,2,Al Resafa,iq01004,Al Resafa
2005-04-19,12,Al Resafa,iq01004,Al Resafa
2005-04-20,13,Al Resafa,iq01004,Al Resafa
2005-04-22,12,Al Resafa,iq01004,Al Resafa
2005-04-23,2,Al Resafa,iq01004,Al Resafa
2005-04-24,23,Al Resafa,iq01004,Al Resafa
2005-04-25,1,Al Resafa,iq01004,Al Resafa
2005-04-26,1,Al Resafa,iq01004,Al Resafa
2005-04-27,1,Al Resafa,iq01004,Al Resafa
2005-04-28,2,Al Resafa,iq01004,Al Resafa
2005-04-29,21,Al Resafa,iq01004,Al Resafa
2005-04-30,6,Al Resafa,iq01004,Al Resafa
2005-05-01,386,Al Resafa,iq01004,Al Resafa
2005-05-02,16,Al Resafa,iq01004,Al Resafa
2005-05-03,6,Al Resafa,iq01004,Al Resafa
2005-05-04,4,Al Resafa,iq01004,Al Resafa
2005-05-05,34,Al Resafa,iq01004,Al Resafa
2005-05-06,4,Al Resafa,iq01004,Al Resafa
2005-05-07,22,Al Resafa,iq01004,Al Resafa
2005-05-08,5,Al Resafa,iq01004,Al Resafa
2005-05-09,6,Al Resafa,iq01004,Al Resafa
2005-05-10,9,Al Resafa,iq01004,Al Resafa
2005-05-11,6,Al Resafa,iq01004,Al Resafa
2005-05-12,22,Al Resafa,iq01004,Al Resafa
2005-05-13,9,Al Resafa,iq01004,Al Resafa
2005-05-14,14,Al Resafa,iq01004,Al Resafa
2005-05-15,23,Al Resafa,iq01004,Al Resafa
2005-05-16,26,Al Resafa,iq01004,Al Resafa
2005-05-17,11,Al Resafa,iq01004,Al Resafa
2005-05-18,4,Al Resafa,iq01004,Al Resafa
2005-05-19,8,Al Resafa,iq01004,Al Resafa
2005-05-20,3,Al Resafa,iq01004,Al Resafa
2005-05-21,3,Al Resafa,iq01004,Al Resafa
2005-05-22,5,Al Resafa,iq01004,Al Resafa
2005-05-23,18,Al Resafa,iq01004,Al Resafa
2005-05-24,6,Al Resafa,iq01004,Al Resafa
2005-05-25,2,Al Resafa,iq01004,Al Resafa
2005-05-26,17,Al Resafa,iq01004,Al Resafa
2005-05-27,3,Al Resafa,iq01004,Al Resafa
2005-05-29,13,Al Resafa,iq01004,Al Resafa
2005-05-30,1,Al Resafa,iq01004,Al Resafa
2005-06-01,491,Al Resafa,iq01004,Al Resafa
2005-06-02,10,Al Resafa,iq01004,Al Resafa
2005-06-03,4,Al Resafa,iq01004,Al Resafa
2005-06-04,2,Al Resafa,iq01004,Al Resafa
2005-06-05,2,Al Resafa,iq01004,Al Resafa
2005-06-06,3,Al Resafa,iq01004,Al Resafa
2005-06-07,7,Al Resafa,iq01004,Al Resafa
2005-06-08,11,Al Resafa,iq01004,Al Resafa
2005-06-09,2,Al Resafa,iq01004,Al Resafa
2005-06-10,19,Al Resafa,iq01004,Al Resafa
2005-06-11,10,Al Resafa,iq01004,Al Resafa
2005-06-12,9,Al Resafa,iq01004,Al Resafa
2005-06-13,5,Al Resafa,iq01004,Al Resafa
2005-06-15,18,Al Resafa,iq01004,Al Resafa
2005-06-16,2,Al Resafa,iq01004,Al Resafa
2005-06-17,9,Al Resafa,iq01004,Al Resafa
2005-06-18,4,Al Resafa,iq01004,Al Resafa
2005-06-19,48,Al Resafa,iq01004,Al Resafa
2005-06-20,13,Al Resafa,iq01004,Al Resafa
2005-06-22,31,Al Resafa,iq01004,Al Resafa
2005-06-23,19,Al Resafa,iq01004,Al Resafa
2005-06-24,7,Al Resafa,iq01004,Al Resafa
2005-06-25,8,Al Resafa,iq01004,Al Resafa
2005-06-26,8,Al Resafa,iq01004,Al Resafa
2005-06-27,7,Al Resafa,iq01004,Al Resafa
2005-06-28,10,Al Resafa,iq01004,Al Resafa
2005-06-30,7,Al Resafa,iq01004,Al Resafa
2005-07-01,625,Al Resafa,iq01004,Al Resafa
2005-07-02,16,Al Resafa,iq01004,Al Resafa
2005-07-03,2,Al Resafa,iq01004,Al Resafa
2005-07-04,6,Al Resafa,iq01004,Al Resafa
2005-07-05,13,Al Resafa,iq01004,Al Resafa
2005-07-06,5,Al Resafa,iq01004,Al Resafa
2005-07-07,3,Al Resafa,iq01004,Al Resafa
2005-07-08,3,Al Resafa,iq01004,Al Resafa
2005-07-09,1,Al Resafa,iq01004,Al Resafa
2005-07-10,65,Al Resafa,iq01004,Al Resafa
2005-07-12,7,Al Resafa,iq01004,Al Resafa
2005-07-13,45,Al Resafa,iq01004,Al Resafa
2005-07-14,4,Al Resafa,iq01004,Al Resafa
2005-07-15,22,Al Resafa,iq01004,Al Resafa
2005-07-16,3,Al Resafa,iq01004,Al Resafa
2005-07-17,8,Al Resafa,iq01004,Al Resafa
2005-07-18,17,Al Resafa,iq01004,Al Resafa
2005-07-19,6,Al Resafa,iq01004,Al Resafa
2005-07-20,14,Al Resafa,iq01004,Al Resafa
2005-07-21,7,Al Resafa,iq01004,Al Resafa
2005-07-22,15,Al Resafa,iq01004,Al Resafa
2005-07-23,3,Al Resafa,iq01004,Al Resafa
2005-07-24,43,Al Resafa,iq01004,Al Resafa
2005-07-25,17,Al Resafa,iq01004,Al Resafa
2005-07-26,21,Al Resafa,iq01004,Al Resafa
2005-07-27,16,Al Resafa,iq01004,Al Resafa
2005-07-28,4,Al Resafa,iq01004,Al Resafa
2005-07-29,8,Al Resafa,iq01004,Al Resafa
2005-07-30,9,Al Resafa,iq01004,Al Resafa
2005-07-31,1,Al Resafa,iq01004,Al Resafa
2005-08-01,445,Al Resafa,iq01004,Al Resafa
2005-08-02,14,Al Resafa,iq01004,Al Resafa
2005-08-03,5,Al Resafa,iq01004,Al Resafa
2005-08-04,2,Al Resafa,iq01004,Al Resafa
2005-08-05,7,Al Resafa,iq01004,Al Resafa
2005-08-06,2,Al Resafa,iq01004,Al Resafa
2005-08-07,10,Al Resafa,iq01004,Al Resafa
2005-08-08,1,Al Resafa,iq01004,Al Resafa
2005-08-09,25,Al Resafa,iq01004,Al Resafa
2005-08-10,8,Al Resafa,iq01004,Al Resafa
2005-08-11,4,Al Resafa,iq01004,Al Resafa
2005-08-13,4,Al Resafa,iq01004,Al Resafa
2005-08-14,2,Al Resafa,iq01004,Al Resafa
2005-08-15,9,Al Resafa,iq01004,Al Resafa
2005-08-16,4,Al Resafa,iq01004,Al Resafa
2005-08-17,45,Al Resafa,iq01004,Al Resafa
2005-08-18,7,Al Resafa,iq01004,Al Resafa
2005-08-19,3,Al Resafa,iq01004,Al Resafa
2005-08-20,5,Al Resafa,iq01004,Al Resafa
2005-08-21,3,Al Resafa,iq01004,Al Resafa
2005-08-22,16,Al Resafa,iq01004,Al Resafa
2005-08-24,45,Al Resafa,iq01004,Al Resafa
2005-08-26,5,Al Resafa,iq01004,Al Resafa
2005-08-27,1,Al Resafa,iq01004,Al Resafa
2005-08-28,8,Al Resafa,iq01004,Al Resafa
2005-08-29,4,Al Resafa,iq01004,Al Resafa
2005-08-30,2,Al Resafa,iq01004,Al Resafa
2005-08-31,1021,Al Resafa,iq01004,Al Resafa
2005-09-01,361,Al Resafa,iq01004,Al Resafa
2005-09-02,1,Al Resafa,iq01004,Al Resafa
2005-09-03,5,Al Resafa,iq01004,Al Resafa
2005-09-04,4,Al Resafa,iq01004,Al Resafa
2005-09-05,3,Al Resafa,iq01004,Al Resafa
2005-09-07,8,Al Resafa,iq01004,Al Resafa
2005-09-08,4,Al Resafa,iq01004,Al Resafa
2005-09-09,20,Al Resafa,iq01004,Al Resafa
2005-09-10,6,Al Resafa,iq01004,Al Resafa
2005-09-11,1,Al Resafa,iq01004,Al Resafa
2005-09-12,21,Al Resafa,iq01004,Al Resafa
2005-09-13,15,Al Resafa,iq01004,Al Resafa
2005-09-14,161,Al Resafa,iq01004,Al Resafa
2005-09-15,19,Al Resafa,iq01004,Al Resafa
2005-09-16,6,Al Resafa,iq01004,Al Resafa
2005-09-17,41,Al Resafa,iq01004,Al Resafa
2005-09-18,6,Al Resafa,iq01004,Al Resafa
2005-09-19,4,Al Resafa,iq01004,Al Resafa
2005-09-21,7,Al Resafa,iq01004,Al Resafa
2005-09-22,12,Al Resafa,iq01004,Al Resafa
2005-09-23,9,Al Resafa,iq01004,Al Resafa
2005-09-24,1,Al Resafa,iq01004,Al Resafa
2005-09-25,21,Al Resafa,iq01004,Al Resafa
2005-09-26,13,Al Resafa,iq01004,Al Resafa
2005-09-27,9,Al Resafa,iq01004,Al Resafa
2005-09-28,2,Al Resafa,iq01004,Al Resafa
2005-09-29,10,Al Resafa,iq01004,Al Resafa
2005-10-01,549,Al Resafa,iq01004,Al Resafa
2005-10-02,3,Al Resafa,iq01004,Al Resafa
2005-10-03,2,Al Resafa,iq01004,Al Resafa
2005-10-04,4,Al Resafa,iq01004,Al Resafa
2005-10-05,2,Al Resafa,iq01004,Al Resafa
2005-10-06,16,Al Resafa,iq01004,Al Resafa
2005-10-07,6,Al Resafa,iq01004,Al Resafa
2005-10-08,13,Al Resafa,iq01004,Al Resafa
2005-10-09,2,Al Resafa,iq01004,Al Resafa
2005-10-10,17,Al Resafa,iq01004,Al Resafa
2005-10-11,7,Al Resafa,iq01004,Al Resafa
2005-10-12,1,Al Resafa,iq01004,Al Resafa
2005-10-13,1,Al Resafa,iq01004,Al Resafa
2005-10-14,1,Al Resafa,iq01004,Al Resafa
2005-10-15,2,Al Resafa,iq01004,Al Resafa
2005-10-16,3,Al Resafa,iq01004,Al Resafa
2005-10-17,3,Al Resafa,iq01004,Al Resafa
2005-10-18,3,Al Resafa,iq01004,Al Resafa
2005-10-19,21,Al Resafa,iq01004,Al Resafa
2005-10-20,5,Al Resafa,iq01004,Al Resafa
2005-10-21,2,Al Resafa,iq01004,Al Resafa
2005-10-22,1,Al Resafa,iq01004,Al Resafa
2005-10-23,9,Al Resafa,iq01004,Al Resafa
2005-10-24,34,Al Resafa,iq01004,Al Resafa
2005-10-25,4,Al Resafa,iq01004,Al Resafa
2005-10-26,4,Al Resafa,iq01004,Al Resafa
2005-10-27,3,Al Resafa,iq01004,Al Resafa
2005-10-29,3,Al Resafa,iq01004,Al Resafa
2005-10-30,10,Al Resafa,iq01004,Al Resafa
2005-10-31,4,Al Resafa,iq01004,Al Resafa
